,precision,recall,f1-score,support
0.0,0.6810859958469155,1.0,0.8102928672649976,171539.0
1.0,1.0,0.5317566267729205,0.6943095495440638,171539.0
accuracy,0.7658783133864602,0.7658783133864602,0.7658783133864602,0.7658783133864602
macro avg,0.8405429979234578,0.7658783133864602,0.7523012084045306,343078.0
weighted avg,0.8405429979234578,0.7658783133864602,0.7523012084045306,343078.0
