,precision,recall,f1-score,support
0.0,0.710376245004452,0.9999533633750926,0.8306505505999942,171539.0
1.0,0.9999425934829251,0.6658400347854341,0.7993861863240018,209283.0
accuracy,0.8163393921569657,0.8163393921569657,0.8163393921569657,0.8163393921569657
macro avg,0.8551594192436885,0.8328966990802633,0.815018368461998,380822.0
weighted avg,0.8695091577789773,0.8163393921569657,0.8134690328600199,380822.0
