,precision,recall,f1-score,support
0.0,0.7650116613173268,0.9999474395913667,0.8668432618047084,209283.0
1.0,0.9999241442087551,0.6928465283850098,0.8185325787832173,209283.0
accuracy,0.8463969839881882,0.8463969839881882,0.8463969839881882,0.8463969839881882
macro avg,0.8824679027630409,0.8463969839881882,0.8426879202939628,418566.0
weighted avg,0.8824679027630409,0.8463969839881882,0.8426879202939629,418566.0
