,precision,recall,f1-score,support
0.0,0.719992444593687,0.9999533633750926,0.8371878500362391,171539.0
1.0,0.9999438919358685,0.6812497909529202,0.810390348571185,209283.0
accuracy,0.824807915509083,0.824807915509083,0.824807915509083,0.824807915509083
macro avg,0.8599681682647777,0.8406015771640063,0.823789099303712,380822.0
weighted avg,0.8738414311388808,0.824807915509083,0.8224611233788744,380822.0
