,precision,recall,f1-score,support
0.0,0.7448275562618591,1.0,0.8537549210394031,171539.0
1.0,1.0,0.6574073534298323,0.7932960500861735,171539.0
accuracy,0.8287036767149162,0.8287036767149162,0.8287036767149162,0.8287036767149162
macro avg,0.8724137781309296,0.8287036767149161,0.8235254855627883,343078.0
weighted avg,0.8724137781309296,0.8287036767149162,0.8235254855627883,343078.0
