C,class_weight,max_iter,multi_class,penalty,solver,l1_ratio,accuracy,F1_class_2,recall_class_2,precision_class_2,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc,matthews_corrcoef,Cust_metric
0.1,,1000,ovr,l1,saga,,0.5473705672154732,0.587123025220367,0.6302552030938439,0.5495217910731778,0.5345879473435738,0.5473705672154732,0.5345878447579342,0.5473707231002526,0.5473705672154732,0.5473705672154732,0.5348730849593215,0.5473705672154732,0.5348730788412601,0.8029142948317178,0.399530479912447,0.5068121075075115
0.1,,10000,ovr,l1,liblinear,,0.5472185947398511,0.5869021653994971,0.6295457264766342,0.5496798265568463,0.5343937651349956,0.5472185947398511,0.5343936527997573,0.5472186447127406,0.5472185947398511,0.5472185947398511,0.5346975393423514,0.5472185947398511,0.5346975825720672,0.8029587483874545,0.3993280880557491,0.5065197955103573
0.1,,10000,ovr,l1,saga,,0.5473705672154732,0.587123025220367,0.6302552030938439,0.5495217910731778,0.5345879473435738,0.5473705672154732,0.5345878447579342,0.5473707231002526,0.5473705672154732,0.5473705672154732,0.5348730849593215,0.5473705672154732,0.5348730788412601,0.8029142948317178,0.399530479912447,0.5068121075075115
0.1,,100000,ovr,l1,liblinear,,0.5472185947398511,0.5869021653994971,0.6295457264766342,0.5496798265568463,0.5343937651349956,0.5472185947398511,0.5343936527997573,0.5472186447127406,0.5472185947398511,0.5472185947398511,0.5346975393423514,0.5472185947398511,0.5346975825720672,0.8029587483874545,0.3993280880557491,0.5065197955103573
0.1,,100000,ovr,l1,saga,,0.5473705672154732,0.587123025220367,0.6302552030938439,0.5495217910731778,0.5345879473435738,0.5473705672154732,0.5345878447579342,0.5473707231002526,0.5473705672154732,0.5473705672154732,0.5348730849593215,0.5473705672154732,0.5348730788412601,0.8029142948317178,0.399530479912447,0.5068121075075115
1.0,balanced,1000,ovr,l1,liblinear,,0.5483078821384779,0.5895901998688746,0.6307623022249199,0.5534922741968428,0.5358103904782097,0.5483078821384779,0.5358104186859931,0.5483076497251907,0.5483078821384779,0.5483078821384779,0.5368911781518599,0.5483078821384779,0.5368914432062223,0.8037551932659612,0.400315719301232,0.5097747057308644
1.0,balanced,1000,ovr,l1,saga,,0.5472692404680736,0.5882024368908343,0.6303565715682484,0.5513530988499249,0.5349488452086169,0.5472692404680736,0.534948756437203,0.5472690336770311,0.5472692404680736,0.5472692404680736,0.5360618143139858,0.5472692404680736,0.5360620028050558,0.7994860967322868,0.3988655732856049,0.5099429962976021
1.0,balanced,10000,ovr,l1,liblinear,,0.5483078821384779,0.5895901998688746,0.6307623022249199,0.5534922741968428,0.5358103904782097,0.5483078821384779,0.5358104186859931,0.5483076497251907,0.5483078821384779,0.5483078821384779,0.5368911781518599,0.5483078821384779,0.5368914432062223,0.8037551932659612,0.400315719301232,0.5097747057308644
1.0,balanced,10000,ovr,l1,saga,,0.5472692404680736,0.5882024368908343,0.6303565715682484,0.5513530988499249,0.5349488452086169,0.5472692404680736,0.534948756437203,0.5472690336770311,0.5472692404680736,0.5472692404680736,0.5360618143139858,0.5472692404680736,0.5360620028050558,0.7994860967322868,0.3988655732856049,0.5099429962976021
1.0,balanced,100000,ovr,l1,liblinear,,0.5483078821384779,0.5895901998688746,0.6307623022249199,0.5534922741968428,0.5358103904782097,0.5483078821384779,0.5358104186859931,0.5483076497251907,0.5483078821384779,0.5483078821384779,0.5368911781518599,0.5483078821384779,0.5368914432062223,0.8037551932659612,0.400315719301232,0.5097747057308644
1.0,balanced,100000,ovr,l1,saga,,0.5472692404680736,0.5882024368908343,0.6303565715682484,0.5513530988499249,0.5349488452086169,0.5472692404680736,0.534948756437203,0.5472690336770311,0.5472692404680736,0.5472692404680736,0.5360618143139858,0.5472692404680736,0.5360620028050558,0.7994860967322868,0.3988655732856049,0.5099429962976021
1.0,,1000,ovr,l1,liblinear,,0.5483078821384779,0.5895901998688746,0.6307623022249199,0.5534922741968428,0.5357985904005609,0.5483078821384779,0.5357986179635426,0.5483076625631433,0.5483078821384779,0.5483078821384779,0.5368834959928376,0.5483078821384779,0.5368837523802747,0.8037563998484932,0.4003168253678724,0.509737661001079
1.0,,1000,ovr,l1,saga,,0.5481052318519474,0.5893810778654144,0.6303570337345451,0.5534342559585002,0.5356038680094128,0.5481052318519474,0.5356038959607623,0.5481049641281925,0.5481052318519474,0.5481052318519474,0.536681539828688,0.5481052318519474,0.5366818254836075,0.8037679209487785,0.4000463416356602,0.5096576493093151
1.0,,10000,ovr,l1,liblinear,,0.5483078821384779,0.5895901998688746,0.6307623022249199,0.5534922741968428,0.5357985904005609,0.5483078821384779,0.5357986179635426,0.5483076625631433,0.5483078821384779,0.5483078821384779,0.5368834959928376,0.5483078821384779,0.5368837523802747,0.8037563998484932,0.4003168253678724,0.509737661001079
