solver,penalty,multi_class,max_iter,class_weight,C,l1_ratio,accuracy,F1_class_1,recall_class_1,precision_class_1,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc,matthews_corrcoef,Cust_metric
saga,l2,ovr,10000,balanced,0.001,,0.8340237694671719,0.8190691971403484,0.8131502099697188,0.850117671011735,0.8484299069387707,0.8340237694671719,0.8484296844038158,0.8340233938313989,0.8340237694671719,0.8340237694671719,0.8309093467376893,0.8340237694671719,0.8309094356258301,0.917531876915913,0.6820752904621997,0.828541316818221
lbfgs,l2,ovr,10000,,0.001,,0.8340189455482522,0.8190663989325114,0.8131534259208363,0.8501067739883902,0.8484245075020443,0.8340189455482522,0.8484242849723683,0.8340185699202359,0.8340189455482522,0.8340189455482522,0.8309047666598085,0.8340189455482522,0.8309048555447389,0.9175317432832614,0.6820651504182494,0.8285370931143493
newton-cg,,multinomial,100000,,,,0.8443083943895502,0.8068456679480213,0.7851520429541928,0.8958841673250572,0.8744969630553853,0.8443083943895502,0.8744966559801259,0.8443078703373722,0.8443083943895502,0.8443083943895502,0.8355464912342748,0.8443083943895502,0.8355466481202978,0.9292979150035632,0.7163066032711264,0.829806326577024
saga,l1,ovr,100000,balanced,0.1,,0.8444997420305377,0.8075517183895329,0.786181147063593,0.8954162391692569,0.8744685818805146,0.8444997420305377,0.8744682751844034,0.8444992198167002,0.8444997420305377,0.8444997420305377,0.8358782522764979,0.8444997420305377,0.8358784076165316,0.9299996825213414,0.7165280229626738,0.8302129454991048
sag,l2,ovr,1000,,0.01,,0.8444112921896166,0.8142910486050106,0.7976717467670529,0.8840193115608143,0.8700030981752831,0.8444112921896166,0.8700028089566203,0.844410803376103,0.8444112921896166,0.8444112921896166,0.8376526022237728,0.8444112921896165,0.8376527371765042,0.9291466821272956,0.7128161010023223,0.8329802915000203
sag,l2,multinomial,100000,,0.01,,0.8448004255947149,0.8119804676861343,0.7936518013855385,0.888672669702264,0.8721810048899044,0.8448004255947149,0.8721807077874497,0.844799922260678,0.8448004255947149,0.8448004255947149,0.8373177779923905,0.8448004255947149,0.8373179210333227,0.9297574963853816,0.7150731897744568,0.8322503159311392
sag,l2,multinomial,100000,,0.01,,0.8448004255947149,0.8119804676861343,0.7936518013855385,0.888672669702264,0.8721810048899044,0.8448004255947149,0.8721807077874497,0.844799922260678,0.8448004255947149,0.8448004255947149,0.8373177779923905,0.8448004255947149,0.8373179210333227,0.9297574963853816,0.7150731897744568,0.8322503159311392
sag,l2,multinomial,100000,,0.01,,0.8448004255947149,0.8119804676861343,0.7936518013855385,0.888672669702264,0.8721810048899044,0.8448004255947149,0.8721807077874497,0.844799922260678,0.8448004255947149,0.8448004255947149,0.8373177779923905,0.8448004255947149,0.8373179210333227,0.9297574963853816,0.7150731897744568,0.8322503159311392
sag,l2,ovr,1000,,0.01,,0.8444112921896166,0.8142910486050106,0.7976717467670529,0.8840193115608143,0.8700030981752831,0.8444112921896166,0.8700028089566203,0.844410803376103,0.8444112921896166,0.8444112921896166,0.8376526022237728,0.8444112921896165,0.8376527371765042,0.9291466821272956,0.7128161010023223,0.8329802915000203
sag,l2,multinomial,100000,,0.01,,0.8448004255947149,0.8119804676861343,0.7936518013855385,0.888672669702264,0.8721810048899044,0.8448004255947149,0.8721807077874497,0.844799922260678,0.8448004255947149,0.8448004255947149,0.8373177779923905,0.8448004255947149,0.8373179210333227,0.9297574963853816,0.7150731897744568,0.8322503159311392
sag,l2,ovr,1000,,0.01,,0.8444112921896166,0.8142910486050106,0.7976717467670529,0.8840193115608143,0.8700030981752831,0.8444112921896166,0.8700028089566203,0.844410803376103,0.8444112921896166,0.8444112921896166,0.8376526022237728,0.8444112921896165,0.8376527371765042,0.9291466821272956,0.7128161010023223,0.8329802915000203
