solver,penalty,multi_class,max_iter,class_weight,C,l1_ratio,accuracy,F1_class_2,recall_class_2,precision_class_2,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc,matthews_corrcoef,Cust_metric
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,ovr,1000,,0.01,1.0,0.6075230407620462,0.7338732137732626,0.8342735201336055,0.6966404709094758,0.6069193539932919,0.6075230407620462,0.6069193539932919,0.6075230407620462,0.6075230407620462,0.6075230407620462,0.5815726937408239,0.6075230407620462,0.581572693740824,0.8456584413042979,0.4929690966703126,0.561840728094561
saga,elasticnet,multinomial,1000,balanced,10.0,0.5,0.6224763406940063,0.7379940176664906,0.7893857858600853,0.7425691363039099,0.6325120296257328,0.6224763406940063,0.6325120296257328,0.6224763406940064,0.6224763406940063,0.6224763406940063,0.6088408136135485,0.6224763406940063,0.6088408136135485,0.8601742346897909,0.5069437942982403,0.6022157268976447
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
saga,elasticnet,multinomial,1000,balanced,1.0,0.5,0.6225443805282365,0.7380929436272717,0.7897012432733347,0.7423612414908298,0.632567393998683,0.6225443805282365,0.632567393998683,0.6225443805282366,0.6225443805282365,0.6225443805282365,0.608908524801054,0.6225443805282365,0.608908524801054,0.8604340493364991,0.5070389679694327,0.602297853601979
