,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_solver,param_penalty,param_multi_class,param_max_iter,param_l1_ratio,param_C,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_test_precision_micro,split1_test_precision_micro,split2_test_precision_micro,mean_test_precision_micro,std_test_precision_micro,rank_test_precision_micro,split0_test_precision_weighted,split1_test_precision_weighted,split2_test_precision_weighted,mean_test_precision_weighted,std_test_precision_weighted,rank_test_precision_weighted,split0_test_recall_macro,split1_test_recall_macro,split2_test_recall_macro,mean_test_recall_macro,std_test_recall_macro,rank_test_recall_macro,split0_test_recall_micro,split1_test_recall_micro,split2_test_recall_micro,mean_test_recall_micro,std_test_recall_micro,rank_test_recall_micro,split0_test_recall_weighted,split1_test_recall_weighted,split2_test_recall_weighted,mean_test_recall_weighted,std_test_recall_weighted,rank_test_recall_weighted,split0_test_f1_macro,split1_test_f1_macro,split2_test_f1_macro,mean_test_f1_macro,std_test_f1_macro,rank_test_f1_macro,split0_test_f1_micro,split1_test_f1_micro,split2_test_f1_micro,mean_test_f1_micro,std_test_f1_micro,rank_test_f1_micro,split0_test_f1_weighted,split1_test_f1_weighted,split2_test_f1_weighted,mean_test_f1_weighted,std_test_f1_weighted,rank_test_f1_weighted,split0_test_roc_auc,split1_test_roc_auc,split2_test_roc_auc,mean_test_roc_auc,std_test_roc_auc,rank_test_roc_auc,split0_test_matthews_corrcoef,split1_test_matthews_corrcoef,split2_test_matthews_corrcoef,mean_test_matthews_corrcoef,std_test_matthews_corrcoef,rank_test_matthews_corrcoef,split0_test_Cust_metric,split1_test_Cust_metric,split2_test_Cust_metric,mean_test_Cust_metric,std_test_Cust_metric,rank_test_Cust_metric,split0_test_F1_class_2_macro,split1_test_F1_class_2_macro,split2_test_F1_class_2_macro,mean_test_F1_class_2_macro,std_test_F1_class_2_macro,rank_test_F1_class_2_macro,split0_test_F1_class_2_weighted,split1_test_F1_class_2_weighted,split2_test_F1_class_2_weighted,mean_test_F1_class_2_weighted,std_test_F1_class_2_weighted,rank_test_F1_class_2_weighted,split0_test_F1_class_2_micro,split1_test_F1_class_2_micro,split2_test_F1_class_2_micro,mean_test_F1_class_2_micro,std_test_F1_class_2_micro,rank_test_F1_class_2_micro
0,132.19714363416037,14.683685394208204,2.3105169932047525,0.4967279917465479,saga,elasticnet,multinomial,1000,1.0,0.01,"{'solver': 'saga', 'penalty': 'elasticnet', 'multi_class': 'multinomial', 'max_iter': 1000, 'l1_ratio': 1.0, 'C': 0.01}",0.5668352198923734,0.6502644275375765,0.6291983670439785,0.6154326714913094,0.03542342871239488,1,0.5891931724572607,0.644045714157222,0.6336785831611897,0.6223058232585575,0.02379362776863713,1,0.5668352198923734,0.6502644275375765,0.6291983670439785,0.6154326714913094,0.03542342871239488,1,0.5891931724572605,0.644045714157222,0.6336785831611897,0.6223058232585574,0.023793627768637183,1,0.5668352198923734,0.6502644275375766,0.6291983670439785,0.6154326714913095,0.035423428712394914,1,0.5668352198923734,0.6502644275375765,0.6291983670439785,0.6154326714913094,0.03542342871239488,1,0.5668352198923734,0.6502644275375765,0.6291983670439785,0.6154326714913094,0.03542342871239488,1,0.5529358947814308,0.6367779799461776,0.6130856037216572,0.6009331594830886,0.03529055810384986,1,0.5668352198923734,0.6502644275375765,0.6291983670439785,0.6154326714913094,0.03542342871239488,1,0.5529358947814308,0.6367779799461776,0.6130856037216573,0.6009331594830886,0.03529055810384987,1,0.8168995334268713,0.8825412214662458,0.8713183702398846,0.8569197083776672,0.028667041467295918,1,0.4363814558323057,0.5396555766578935,0.5158728672855964,0.4973032999252653,0.04415886194213598,1,0.5497614201795614,0.6323485123268515,0.6055273446382764,0.5958790923815632,0.034399355866480276,1,0.7511065637580906,0.7433097229131626,0.709314612968779,0.7345769665466774,0.018144559570503992,1,0.7511065637580906,0.7433097229131626,0.709314612968779,0.7345769665466774,0.018144559570503992,1,0.7511065637580906,0.7433097229131626,0.709314612968779,0.7345769665466774,0.018144559570503992,1
