solver,penalty,multi_class,max_iter,class_weight,C,l1_ratio,accuracy,F1_class_1,recall_class_1,precision_class_1,precision_macro,precision_micro,precision_weighted,recall_macro,recall_micro,recall_weighted,f1_macro,f1_micro,f1_weighted,roc_auc,matthews_corrcoef,Cust_metric
saga,l1,ovr,100000,balanced,0.1,,0.8444997420305377,0.8075517183895329,0.786181147063593,0.8954162391692569,0.8744685818805146,0.8444997420305377,0.8744682751844034,0.8444992198167002,0.8444997420305377,0.8444997420305377,0.8358782522764979,0.8444997420305377,0.8358784076165316,0.9299996825213414,0.7165280229626738,0.8302129454991048
saga,elasticnet,ovr,1000,balanced,1.0,1.0,0.8443357298344282,0.8069325179967751,0.7852871128390763,0.8958182053491331,0.8744962750615617,0.8443357298344282,0.8744959680404287,0.8443352059839248,0.8443357298344282,0.8443357298344282,0.8355902182793362,0.8443357298344282,0.8355903749901198,0.9294166891399136,0.7163405876266316,0.829858678222824
lbfgs,,ovr,1000,balanced,,,0.844293922640548,0.8068307690367068,0.7851391791807495,0.8958615950711705,0.8744788959331918,0.844293922640548,0.8744785888918324,0.8442933986038833,0.844293922640548,0.844293922640548,0.8355319233226991,0.844293922640548,0.8355320802124014,0.9293023400643105,0.7162744872321155,0.8297916924655006
lbfgs,l2,ovr,100000,balanced,10.0,,0.844284274825979,0.8068497301261294,0.7852163618214102,0.8957432382769808,0.8744410619495241,0.844284274825979,0.8744407550010918,0.8442837508591241,0.844284274825979,0.844284274825979,0.8355303900266193,0.844284274825979,0.8355305468488146,0.9293377203217716,0.7162329294989171,0.8297942580465212
newton-cg,l2,multinomial,100000,balanced,0.1,,0.8445302933722362,0.8077491926727515,0.7866956982495447,0.894925218647427,0.8743851865767813,0.8445302933722362,0.8743848802544728,0.8445297716470707,0.8445302933722362,0.8445302933722362,0.8359539934304901,0.8445302933722362,0.8359541483350174,0.929688016175822,0.7165028971488553,0.8303130332789422
liblinear,l1,ovr,100000,balanced,0.01,,0.8432873225098204,0.8115202312223867,0.7933077064991972,0.8863389394571727,0.8700774264080328,0.8432873225098204,0.8700771321606138,0.8432868246597479,0.8432873225098204,0.8432873225098204,0.8360659644767661,0.8432873225098204,0.8360661046435611,0.9299503289258424,0.7115582803287789,0.8311568178258901
newton-cg,l2,multinomial,100000,balanced,0.001,,0.8393815399024241,0.8190103121843019,0.8087732590160108,0.8640551436486804,0.8580260534935973,0.8393815399024241,0.8580258025521017,0.8393811172456687,0.8393815399024241,0.8393815399024241,0.8350517715040668,0.8393815399024241,0.8350518769949721,0.9236302952392736,0.6966919423570145,0.8318434796401138
saga,elasticnet,ovr,10000,,0.001,0.5,0.8234786888910405,0.8115551747848445,0.808030474369048,0.8354262731991705,0.8355171921037385,0.8234786888910405,0.8355169896654299,0.8234783416368531,0.8234786888910405,0.8234786888910405,0.8209083527147142,0.8234786888910405,0.820908434176067,0.9083479880403011,0.6587481274109718,0.8190377171287405
saga,elasticnet,multinomial,1000,,0.1,1.0,0.8444965260871767,0.8075469035873651,0.786174715161358,0.8954153134618933,0.8744657418337894,0.8444965260871767,0.8744654351359874,0.8444960038655825,0.8444965260871767,0.8444965260871767,0.8358745908486499,0.8444965260871767,0.8358747461940337,0.9299997803491936,0.7165218061718068,0.8302090533963927
saga,elasticnet,ovr,1000,balanced,10.0,1.0,0.8443132182851997,0.8068676598185,0.7851938502256409,0.8958408979022195,0.8744854528893157,0.8443132182851997,0.8744851458786478,0.8443126943105886,0.8443132182851997,0.8443132182851997,0.8355565101599945,0.8443132182851997,0.8355566669957083,0.929328274966688,0.7163031551067095,0.8298187400916955
saga,l2,ovr,10000,balanced,0.1,,0.8446348104726709,0.8084627098758345,0.7879306224858259,0.8939406233454701,0.8741359497728624,0.8446348104726709,0.874135644472859,0.8446342910667592,0.8446348104726709,0.8446348104726709,0.8362267078386264,0.8446348104726709,0.8362268609636576,0.9298276349170228,0.7164391827515298,0.8306739082460681
newton-cg,,multinomial,100000,,,,0.8443083943895502,0.8068456679480213,0.7851520429541928,0.8958841673250572,0.8744969630553853,0.8443083943895502,0.8744966559801259,0.8443078703373722,0.8443083943895502,0.8443083943895502,0.8355464912342748,0.8443083943895502,0.8355466481202978,0.9292979150035632,0.7163066032711264,0.829806326577024
saga,elasticnet,multinomial,10000,,0.001,0.0,0.8393847558612985,0.8190127655158789,0.80877004309592,0.8640621484445178,0.8580281094555297,0.8393847558612985,0.8580278585213504,0.8393843332122998,0.8393847558612985,0.8393847558612985,0.8350550738364501,0.8393847558612985,0.8350551793270009,0.9236300711629488,0.6966972220519851,0.8318466121723359
sag,l2,ovr,10000,,10.0,,0.8442858827860243,0.806851148233746,0.7852163618214102,0.8957458239760374,0.8744424108337684,0.8442858827860243,0.874442103897291,0.844285358834683,0.8442858827860243,0.8442858827860243,0.8355320144803414,0.8442858827860243,0.8355321713005578,0.9293384016692392,0.7162358876803069,0.8297958412310221
