criterion,max_depth,max_features,min_samples_leaf,min_samples_split,random_state,splitter,score
gini,,sqrt,16,128,128,random,0.7428332552588387
gini,,sqrt,16,256,128,best,0.7386195498198851
gini,,sqrt,16,256,128,random,0.7401883654684878
gini,,sqrt,32,1,128,best,0.7399884877276975
gini,,sqrt,32,1,128,random,0.7410830259069314
gini,,sqrt,32,2,128,best,0.7399884877276975
gini,,sqrt,32,2,128,random,0.7410830259069314
gini,,sqrt,32,4,128,best,0.7399884877276975
gini,,sqrt,32,4,128,random,0.7410830259069314
gini,,sqrt,32,8,128,best,0.7399884877276975
gini,,sqrt,32,8,128,random,0.7410830259069314
gini,,sqrt,32,16,128,best,0.7399884877276975
gini,,sqrt,32,16,128,random,0.7410830259069314
gini,,sqrt,32,32,128,best,0.7399884877276975
gini,,sqrt,32,32,128,random,0.7410830259069314
gini,,sqrt,32,64,128,best,0.7399884877276975
gini,,sqrt,32,64,128,random,0.7410830259069314
gini,,sqrt,32,128,128,best,0.7374359353711436
gini,,sqrt,32,128,128,random,0.7371002074569558
gini,,sqrt,32,256,128,best,0.7364032906979499
gini,,sqrt,32,256,128,random,0.739600002453873
gini,,sqrt,64,1,128,best,0.7330145425560266
gini,,sqrt,64,1,128,random,0.7368468212728502
gini,,sqrt,64,2,128,best,0.7330145425560266
gini,,sqrt,64,2,128,random,0.7368468212728502
gini,,sqrt,64,4,128,best,0.7330145425560266
gini,,sqrt,64,4,128,random,0.7368468212728502
gini,,sqrt,64,8,128,best,0.7330145425560266
gini,,sqrt,64,8,128,random,0.7368468212728502
gini,,sqrt,64,16,128,best,0.7330145425560266
gini,,sqrt,64,16,128,random,0.7368468212728502
gini,,sqrt,64,32,128,best,0.7330145425560266
gini,,sqrt,64,32,128,random,0.7368468212728502
gini,,sqrt,64,64,128,best,0.7330145425560266
gini,,sqrt,64,64,128,random,0.7368468212728502
gini,,sqrt,64,128,128,best,0.7330145425560266
gini,,sqrt,64,128,128,random,0.7368468212728502
gini,,sqrt,64,256,128,best,0.7288201488287757
gini,,sqrt,64,256,128,random,0.7392656055994072
gini,,sqrt,128,1,128,best,0.724933333858779
gini,,sqrt,128,1,128,random,0.7268506435162085
gini,,sqrt,128,2,128,best,0.724933333858779
gini,,sqrt,128,2,128,random,0.7268506435162085
gini,,sqrt,128,4,128,best,0.724933333858779
gini,,sqrt,128,4,128,random,0.7268506435162085
gini,,sqrt,128,8,128,best,0.724933333858779
gini,,sqrt,128,8,128,random,0.7268506435162085
gini,,sqrt,128,16,128,best,0.724933333858779
gini,,sqrt,128,16,128,random,0.7268506435162085
gini,,sqrt,128,32,128,best,0.724933333858779
gini,,sqrt,128,32,128,random,0.7268506435162085
gini,,sqrt,128,64,128,best,0.724933333858779
gini,,sqrt,128,64,128,random,0.7268506435162085
gini,,sqrt,128,128,128,best,0.724933333858779
gini,,sqrt,128,128,128,random,0.7268506435162085
gini,,sqrt,128,256,128,best,0.724933333858779
gini,,sqrt,128,256,128,random,0.7268506435162085
gini,,sqrt,256,1,128,best,0.7152880969539256
gini,,sqrt,256,1,128,random,0.7245557070972438
gini,,sqrt,256,2,128,best,0.7152880969539256
gini,,sqrt,256,2,128,random,0.7245557070972438
gini,,sqrt,256,4,128,best,0.7152880969539256
gini,,sqrt,256,4,128,random,0.7245557070972438
gini,,sqrt,256,8,128,best,0.7152880969539256
gini,,sqrt,256,8,128,random,0.7245557070972438
gini,,sqrt,256,16,128,best,0.7152880969539256
gini,,sqrt,256,16,128,random,0.7245557070972438
gini,,sqrt,256,32,128,best,0.7152880969539256
gini,,sqrt,256,32,128,random,0.7245557070972438
gini,,sqrt,256,64,128,best,0.7152880969539256
gini,,sqrt,256,64,128,random,0.7245557070972438
gini,,sqrt,256,128,128,best,0.7152880969539256
gini,,sqrt,256,128,128,random,0.7245557070972438
gini,,sqrt,256,256,128,best,0.7152880969539256
gini,,sqrt,256,256,128,random,0.7245557070972438
gini,,log2,1,1,128,best,0.6856888263223251
gini,,log2,1,1,128,random,0.6775552581548318
gini,,log2,1,2,128,best,0.6856888263223251
gini,,log2,1,2,128,random,0.6775552581548318
gini,,log2,1,4,128,best,0.6892947210427698
gini,,log2,1,4,128,random,0.6818559822351515
gini,,log2,1,8,128,best,0.7029631960021812
gini,,log2,1,8,128,random,0.6938170832447748
gini,,log2,1,16,128,best,0.71453676516458
gini,,log2,1,16,128,random,0.7045158026028532
gini,,log2,1,32,128,best,0.7227638549870883
gini,,log2,1,32,128,random,0.7142915733311505
gini,,log2,1,64,128,best,0.7323145395657812
gini,,log2,1,64,128,random,0.7208550219452156
gini,,log2,1,128,128,best,0.7359166462922415
gini,,log2,1,128,128,random,0.7213922476955629
gini,,log2,1,256,128,best,0.7325056944270206
gini,,log2,1,256,128,random,0.7205515807578533
gini,,log2,2,1,128,best,0.7151323061440124
gini,,log2,2,1,128,random,0.7080077692742882
gini,,log2,2,2,128,best,0.7151323061440124
gini,,log2,2,2,128,random,0.7080077692742882
gini,,log2,2,4,128,best,0.7151323061440124
gini,,log2,2,4,128,random,0.7080077692742882
gini,,log2,2,8,128,best,0.7147081920799766
gini,,log2,2,8,128,random,0.7073031042891497
gini,,log2,2,16,128,best,0.720992698612391
gini,,log2,2,16,128,random,0.7101810553809829
gini,,log2,2,32,128,best,0.7296325852970496
gini,,log2,2,32,128,random,0.7157940682004669
gini,,log2,2,64,128,best,0.7313575280455696
gini,,log2,2,64,128,random,0.718430404804538
gini,,log2,2,128,128,best,0.7345719714116808
gini,,log2,2,128,128,random,0.7212011812673036
gini,,log2,2,256,128,best,0.7328276626773086
gini,,log2,2,256,128,random,0.7157370892155915
gini,,log2,4,1,128,best,0.7266645512201944
gini,,log2,4,1,128,random,0.7168653337509472
gini,,log2,4,2,128,best,0.7266645512201944
gini,,log2,4,2,128,random,0.7168653337509472
gini,,log2,4,4,128,best,0.7266645512201944
gini,,log2,4,4,128,random,0.7168653337509472
gini,,log2,4,8,128,best,0.7266645512201944
gini,,log2,4,8,128,random,0.7168653337509472
gini,,log2,4,16,128,best,0.7310900911186496
gini,,log2,4,16,128,random,0.7204934977955255
gini,,log2,4,32,128,best,0.7331067323785662
gini,,log2,4,32,128,random,0.7194448644704448
gini,,log2,4,64,128,best,0.7330037496084532
gini,,log2,4,64,128,random,0.7195666024173334
gini,,log2,4,128,128,best,0.7369665278567075
gini,,log2,4,128,128,random,0.7218602650026048
gini,,log2,4,256,128,best,0.733597460083915
gini,,log2,4,256,128,random,0.7211741810488096
gini,,log2,8,1,128,best,0.7345393752935845
gini,,log2,8,1,128,random,0.7184918637268284
gini,,log2,8,2,128,best,0.7345393752935845
gini,,log2,8,2,128,random,0.7184918637268284
gini,,log2,8,4,128,best,0.7345393752935845
gini,,log2,8,4,128,random,0.7184918637268284
gini,,log2,8,8,128,best,0.7345393752935845
gini,,log2,8,8,128,random,0.7184918637268284
gini,,log2,8,16,128,best,0.7345393752935845
gini,,log2,8,16,128,random,0.7184918637268284
gini,,log2,8,32,128,best,0.7317113991664818
gini,,log2,8,32,128,random,0.7203014711345213
gini,,log2,8,64,128,best,0.7351037652415754
gini,,log2,8,64,128,random,0.716856383786879
gini,,log2,8,128,128,best,0.7369948535572353
gini,,log2,8,128,128,random,0.7174696908837195
gini,,log2,8,256,128,best,0.7332477508102736
gini,,log2,8,256,128,random,0.7128269266279071
gini,,log2,16,1,128,best,0.7328833442891179
gini,,log2,16,1,128,random,0.7176385416444401
gini,,log2,16,2,128,best,0.7328833442891179
gini,,log2,16,2,128,random,0.7176385416444401
gini,,log2,16,4,128,best,0.7328833442891179
gini,,log2,16,4,128,random,0.7176385416444401
gini,,log2,16,8,128,best,0.7328833442891179
gini,,log2,16,8,128,random,0.7176385416444401
gini,,log2,16,16,128,best,0.7328833442891179
gini,,log2,16,16,128,random,0.7176385416444401
gini,,log2,16,32,128,best,0.7328833442891179
gini,,log2,16,32,128,random,0.7176385416444401
gini,,log2,16,64,128,best,0.7354705036037951
gini,,log2,16,64,128,random,0.7149765311878871
gini,,log2,16,128,128,best,0.7362764257697161
gini,,log2,16,128,128,random,0.7168671416463096
gini,,log2,16,256,128,best,0.7341914517703002
gini,,log2,16,256,128,random,0.7155491697396549
gini,,log2,32,1,128,best,0.7313365479637635
gini,,log2,32,1,128,random,0.7179547894827492
gini,,log2,32,2,128,best,0.7313365479637635
gini,,log2,32,2,128,random,0.7179547894827492
gini,,log2,32,4,128,best,0.7313365479637635
gini,,log2,32,4,128,random,0.7179547894827492
gini,,log2,32,8,128,best,0.7313365479637635
gini,,log2,32,8,128,random,0.7179547894827492
gini,,log2,32,16,128,best,0.7313365479637635
gini,,log2,32,16,128,random,0.7179547894827492
gini,,log2,32,32,128,best,0.7313365479637635
gini,,log2,32,32,128,random,0.7179547894827492
gini,,log2,32,64,128,best,0.7313365479637635
gini,,log2,32,64,128,random,0.7179547894827492
gini,,log2,32,128,128,best,0.7300372291671238
gini,,log2,32,128,128,random,0.7120195932625831
gini,,log2,32,256,128,best,0.7281495043295149
gini,,log2,32,256,128,random,0.7160740798194093
gini,,log2,64,1,128,best,0.7265768114174375
gini,,log2,64,1,128,random,0.6977410175520177
gini,,log2,64,2,128,best,0.7265768114174375
gini,,log2,64,2,128,random,0.6977410175520177
gini,,log2,64,4,128,best,0.7265768114174375
gini,,log2,64,4,128,random,0.6977410175520177
gini,,log2,64,8,128,best,0.7265768114174375
gini,,log2,64,8,128,random,0.6977410175520177
gini,,log2,64,16,128,best,0.7265768114174375
gini,,log2,64,16,128,random,0.6977410175520177
gini,,log2,64,32,128,best,0.7265768114174375
gini,,log2,64,32,128,random,0.6977410175520177
gini,,log2,64,64,128,best,0.7265768114174375
gini,,log2,64,64,128,random,0.6977410175520177
gini,,log2,64,128,128,best,0.7265768114174375
gini,,log2,64,128,128,random,0.6977410175520177
gini,,log2,64,256,128,best,0.7280138114428713
gini,,log2,64,256,128,random,0.7004471298761349
gini,,log2,128,1,128,best,0.720459617825317
gini,,log2,128,1,128,random,0.6932505205763212
gini,,log2,128,2,128,best,0.720459617825317
gini,,log2,128,2,128,random,0.6932505205763212
gini,,log2,128,4,128,best,0.720459617825317
gini,,log2,128,4,128,random,0.6932505205763212
gini,,log2,128,8,128,best,0.720459617825317
gini,,log2,128,8,128,random,0.6932505205763212
gini,,log2,128,16,128,best,0.720459617825317
gini,,log2,128,16,128,random,0.6932505205763212
gini,,log2,128,32,128,best,0.720459617825317
gini,,log2,128,32,128,random,0.6932505205763212
gini,,log2,128,64,128,best,0.720459617825317
gini,,log2,128,64,128,random,0.6932505205763212
gini,,log2,128,128,128,best,0.720459617825317
gini,,log2,128,128,128,random,0.6932505205763212
gini,,log2,128,256,128,best,0.720459617825317
gini,,log2,128,256,128,random,0.6932505205763212
gini,,log2,256,1,128,best,0.7125269136424025
gini,,log2,256,1,128,random,0.6836801498575275
gini,,log2,256,2,128,best,0.7125269136424025
gini,,log2,256,2,128,random,0.6836801498575275
gini,,log2,256,4,128,best,0.7125269136424025
gini,,log2,256,4,128,random,0.6836801498575275
gini,,log2,256,8,128,best,0.7125269136424025
gini,,log2,256,8,128,random,0.6836801498575275
gini,,log2,256,16,128,best,0.7125269136424025
gini,,log2,256,16,128,random,0.6836801498575275
gini,,log2,256,32,128,best,0.7125269136424025
gini,,log2,256,32,128,random,0.6836801498575275
gini,,log2,256,64,128,best,0.7125269136424025
gini,,log2,256,64,128,random,0.6836801498575275
gini,,log2,256,128,128,best,0.7125269136424025
gini,,log2,256,128,128,random,0.6836801498575275
gini,,log2,256,256,128,best,0.7125269136424025
gini,,log2,256,256,128,random,0.6836801498575275
gini,12,sqrt,1,1,128,best,0.7272218431085081
gini,12,sqrt,1,1,128,random,0.7122002662309725
gini,12,sqrt,1,2,128,best,0.7272218431085081
gini,12,sqrt,1,2,128,random,0.7122002662309725
gini,12,sqrt,1,4,128,best,0.7239886592072052
gini,12,sqrt,1,4,128,random,0.7281459004230227
gini,12,sqrt,1,8,128,best,0.724721831918124
gini,12,sqrt,1,8,128,random,0.7323559071083277
gini,12,sqrt,1,16,128,best,0.7260972150118684
gini,12,sqrt,1,16,128,random,0.7260219325492759
gini,12,sqrt,1,32,128,best,0.7235459178745257
gini,12,sqrt,1,32,128,random,0.7305617685843325
gini,12,sqrt,1,64,128,best,0.7243745915632568
gini,12,sqrt,1,64,128,random,0.7239675613897587
gini,12,sqrt,1,128,128,best,0.719237940478894
gini,12,sqrt,1,128,128,random,0.7313789359558952
gini,12,sqrt,1,256,128,best,0.7254996430012741
gini,12,sqrt,1,256,128,random,0.7231802639545432
gini,12,sqrt,2,1,128,best,0.7241902093634894
gini,12,sqrt,2,1,128,random,0.7283509969677402
gini,12,sqrt,2,2,128,best,0.7241902093634894
gini,12,sqrt,2,2,128,random,0.7283509969677402
gini,12,sqrt,2,4,128,best,0.7241902093634894
gini,12,sqrt,2,4,128,random,0.7283509969677402
gini,12,sqrt,2,8,128,best,0.7230244380088182
gini,12,sqrt,2,8,128,random,0.7267285286626265
gini,12,sqrt,2,16,128,best,0.7238415554307128
gini,12,sqrt,2,16,128,random,0.7228655162043975
gini,12,sqrt,2,32,128,best,0.7241921531845343
gini,12,sqrt,2,32,128,random,0.7260336670573194
gini,12,sqrt,2,64,128,best,0.730236503181518
gini,12,sqrt,2,64,128,random,0.7247676044632757
gini,12,sqrt,2,128,128,best,0.7289515274492557
gini,12,sqrt,2,128,128,random,0.7283501727242507
gini,12,sqrt,2,256,128,best,0.7188012942349747
gini,12,sqrt,2,256,128,random,0.7252267864832024
gini,12,sqrt,4,1,128,best,0.7267811873775312
gini,12,sqrt,4,1,128,random,0.7274956610603421
gini,12,sqrt,4,2,128,best,0.7267811873775312
gini,12,sqrt,4,2,128,random,0.7274956610603421
gini,12,sqrt,4,4,128,best,0.7267811873775312
gini,12,sqrt,4,4,128,random,0.7274956610603421
gini,12,sqrt,4,8,128,best,0.7267811873775312
gini,12,sqrt,4,8,128,random,0.7274956610603421
gini,12,sqrt,4,16,128,best,0.7242242914671234
gini,12,sqrt,4,16,128,random,0.7252285096074577
gini,12,sqrt,4,32,128,best,0.7231864514649163
gini,12,sqrt,4,32,128,random,0.7325527842467388
gini,12,sqrt,4,64,128,best,0.7290316596333261
gini,12,sqrt,4,64,128,random,0.7286416059429154
gini,12,sqrt,4,128,128,best,0.7268831401015315
gini,12,sqrt,4,128,128,random,0.7242704792417265
gini,12,sqrt,4,256,128,best,0.728118164834424
gini,12,sqrt,4,256,128,random,0.7291328747516864
gini,12,sqrt,8,1,128,best,0.7267098871196134
gini,12,sqrt,8,1,128,random,0.7271249429033727
gini,12,sqrt,8,2,128,best,0.7267098871196134
gini,12,sqrt,8,2,128,random,0.7271249429033727
gini,12,sqrt,8,4,128,best,0.7267098871196134
gini,12,sqrt,8,4,128,random,0.7271249429033727
gini,12,sqrt,8,8,128,best,0.7267098871196134
gini,12,sqrt,8,8,128,random,0.7271249429033727
gini,12,sqrt,8,16,128,best,0.7267098871196134
gini,12,sqrt,8,16,128,random,0.7271249429033727
gini,12,sqrt,8,32,128,best,0.7247027952542661
gini,12,sqrt,8,32,128,random,0.7303409213449242
gini,12,sqrt,8,64,128,best,0.7241389079222893
gini,12,sqrt,8,64,128,random,0.730186078614695
gini,12,sqrt,8,128,128,best,0.7268314988041596
gini,12,sqrt,8,128,128,random,0.7313933904887998
gini,12,sqrt,8,256,128,best,0.7302225380085782
gini,12,sqrt,8,256,128,random,0.7288899077292665
gini,12,sqrt,16,1,128,best,0.7285543143303861
gini,12,sqrt,16,1,128,random,0.7256644412927652
gini,12,sqrt,16,2,128,best,0.7285543143303861
gini,12,sqrt,16,2,128,random,0.7256644412927652
gini,12,sqrt,16,4,128,best,0.7285543143303861
gini,12,sqrt,16,4,128,random,0.7256644412927652
gini,12,sqrt,16,8,128,best,0.7285543143303861
gini,12,sqrt,16,8,128,random,0.7256644412927652
gini,12,sqrt,16,16,128,best,0.7285543143303861
gini,12,sqrt,16,16,128,random,0.7256644412927652
gini,12,sqrt,16,32,128,best,0.7285543143303861
gini,12,sqrt,16,32,128,random,0.7256644412927652
gini,12,sqrt,16,64,128,best,0.7260483513282701
gini,12,sqrt,16,64,128,random,0.7325434725190982
gini,12,sqrt,16,128,128,best,0.7241048322639791
gini,12,sqrt,16,128,128,random,0.7265192866098538
gini,12,sqrt,16,256,128,best,0.7272123150229864
gini,12,sqrt,16,256,128,random,0.7282673810962637
gini,12,sqrt,32,1,128,best,0.7196869099983219
gini,12,sqrt,32,1,128,random,0.7251902217869741
gini,12,sqrt,32,2,128,best,0.7196869099983219
gini,12,sqrt,32,2,128,random,0.7251902217869741
gini,12,sqrt,32,4,128,best,0.7196869099983219
gini,12,sqrt,32,4,128,random,0.7251902217869741
gini,12,sqrt,32,8,128,best,0.7196869099983219
gini,12,sqrt,32,8,128,random,0.7251902217869741
gini,12,sqrt,32,16,128,best,0.7196869099983219
gini,12,sqrt,32,16,128,random,0.7251902217869741
gini,12,sqrt,32,32,128,best,0.7196869099983219
gini,12,sqrt,32,32,128,random,0.7251902217869741
gini,12,sqrt,32,64,128,best,0.7196869099983219
gini,12,sqrt,32,64,128,random,0.7251902217869741
gini,12,sqrt,32,128,128,best,0.7216680938365171
gini,12,sqrt,32,128,128,random,0.7266707679356866
gini,12,sqrt,32,256,128,best,0.726254334973263
gini,12,sqrt,32,256,128,random,0.7222649051364863
gini,12,sqrt,64,1,128,best,0.724343644328402
gini,12,sqrt,64,1,128,random,0.7233132218377873
gini,12,sqrt,64,2,128,best,0.724343644328402
gini,12,sqrt,64,2,128,random,0.7233132218377873
gini,12,sqrt,64,4,128,best,0.724343644328402
gini,12,sqrt,64,4,128,random,0.7233132218377873
gini,12,sqrt,64,8,128,best,0.724343644328402
gini,12,sqrt,64,8,128,random,0.7233132218377873
gini,12,sqrt,64,16,128,best,0.724343644328402
gini,12,sqrt,64,16,128,random,0.7233132218377873
gini,12,sqrt,64,32,128,best,0.724343644328402
gini,12,sqrt,64,32,128,random,0.7233132218377873
gini,12,sqrt,64,64,128,best,0.724343644328402
gini,12,sqrt,64,64,128,random,0.7233132218377873
gini,12,sqrt,64,128,128,best,0.724343644328402
gini,12,sqrt,64,128,128,random,0.7233132218377873
gini,12,sqrt,64,256,128,best,0.7225058295932874
gini,12,sqrt,64,256,128,random,0.7297057069209906
gini,12,sqrt,128,1,128,best,0.7197664044480211
gini,12,sqrt,128,1,128,random,0.7271551474301091
gini,12,sqrt,128,2,128,best,0.7197664044480211
gini,12,sqrt,128,2,128,random,0.7271551474301091
gini,12,sqrt,128,4,128,best,0.7197664044480211
gini,12,sqrt,128,4,128,random,0.7271551474301091
gini,12,sqrt,128,8,128,best,0.7197664044480211
gini,12,sqrt,128,8,128,random,0.7271551474301091
gini,12,sqrt,128,16,128,best,0.7197664044480211
gini,12,sqrt,128,16,128,random,0.7271551474301091
gini,12,sqrt,128,32,128,best,0.7197664044480211
gini,12,sqrt,128,32,128,random,0.7271551474301091
gini,12,sqrt,128,64,128,best,0.7197664044480211
gini,12,sqrt,128,64,128,random,0.7271551474301091
gini,12,sqrt,128,128,128,best,0.7197664044480211
gini,12,sqrt,128,128,128,random,0.7271551474301091
gini,12,sqrt,128,256,128,best,0.7197664044480211
gini,12,sqrt,128,256,128,random,0.7271551474301091
gini,12,sqrt,256,1,128,best,0.7120761554645353
gini,12,sqrt,256,1,128,random,0.7068321528177816
gini,12,sqrt,256,2,128,best,0.7120761554645353
gini,12,sqrt,256,2,128,random,0.7068321528177816
gini,12,sqrt,256,4,128,best,0.7120761554645353
gini,12,sqrt,256,4,128,random,0.7068321528177816
gini,12,sqrt,256,8,128,best,0.7120761554645353
gini,12,sqrt,256,8,128,random,0.7068321528177816
gini,12,sqrt,256,16,128,best,0.7120761554645353
gini,12,sqrt,256,16,128,random,0.7068321528177816
gini,12,sqrt,256,32,128,best,0.7120761554645353
gini,12,sqrt,256,32,128,random,0.7068321528177816
gini,12,sqrt,256,64,128,best,0.7120761554645353
gini,12,sqrt,256,64,128,random,0.7068321528177816
gini,12,sqrt,256,128,128,best,0.7120761554645353
gini,12,sqrt,256,128,128,random,0.7068321528177816
gini,12,sqrt,256,256,128,best,0.7120761554645353
gini,12,sqrt,256,256,128,random,0.7068321528177816
gini,12,log2,1,1,128,best,0.7197692703732853
gini,12,log2,1,1,128,random,0.667201758657621
gini,12,log2,1,2,128,best,0.7197692703732853
gini,12,log2,1,2,128,random,0.667201758657621
gini,12,log2,1,4,128,best,0.7249944751744012
gini,12,log2,1,4,128,random,0.6759209098969747
gini,12,log2,1,8,128,best,0.7232205113855693
gini,12,log2,1,8,128,random,0.685689660938461
gini,12,log2,1,16,128,best,0.7202924696950358
gini,12,log2,1,16,128,random,0.6747661398429506
gini,12,log2,1,32,128,best,0.7266180538433858
gini,12,log2,1,32,128,random,0.6747382017233011
gini,12,log2,1,64,128,best,0.7259722780020312
gini,12,log2,1,64,128,random,0.6914150963574451
gini,12,log2,1,128,128,best,0.7206844360835868
gini,12,log2,1,128,128,random,0.6620760323126351
gini,12,log2,1,256,128,best,0.7090667709493393
gini,12,log2,1,256,128,random,0.6732544214250802
gini,12,log2,2,1,128,best,0.7234575227970441
gini,12,log2,2,1,128,random,0.6785844349819669
gini,12,log2,2,2,128,best,0.7234575227970441
gini,12,log2,2,2,128,random,0.6785844349819669
gini,12,log2,2,4,128,best,0.7234575227970441
gini,12,log2,2,4,128,random,0.6785844349819669
gini,12,log2,2,8,128,best,0.7230630863395432
gini,12,log2,2,8,128,random,0.6609370884669811
gini,12,log2,2,16,128,best,0.7225827308795042
gini,12,log2,2,16,128,random,0.6829379681812942
gini,12,log2,2,32,128,best,0.7234343730332121
gini,12,log2,2,32,128,random,0.6773812637525304
gini,12,log2,2,64,128,best,0.7295432341534086
gini,12,log2,2,64,128,random,0.6823871773207619
gini,12,log2,2,128,128,best,0.7253944921916927
gini,12,log2,2,128,128,random,0.6643568983067301
gini,12,log2,2,256,128,best,0.7084630469444511
gini,12,log2,2,256,128,random,0.6738864088716632
gini,12,log2,4,1,128,best,0.7267897354609301
gini,12,log2,4,1,128,random,0.6818196429384198
gini,12,log2,4,2,128,best,0.7267897354609301
gini,12,log2,4,2,128,random,0.6818196429384198
gini,12,log2,4,4,128,best,0.7267897354609301
gini,12,log2,4,4,128,random,0.6818196429384198
gini,12,log2,4,8,128,best,0.7267897354609301
gini,12,log2,4,8,128,random,0.6818196429384198
gini,12,log2,4,16,128,best,0.721630425018628
gini,12,log2,4,16,128,random,0.6773756127692145
gini,12,log2,4,32,128,best,0.7250360064338954
gini,12,log2,4,32,128,random,0.6836529594043533
gini,12,log2,4,64,128,best,0.7157279094150816
gini,12,log2,4,64,128,random,0.6814683898922448
gini,12,log2,4,128,128,best,0.7224545944350437
gini,12,log2,4,128,128,random,0.6656761889750981
gini,12,log2,4,256,128,best,0.717710426010871
gini,12,log2,4,256,128,random,0.6734602395868242
gini,12,log2,8,1,128,best,0.7193104773697887
gini,12,log2,8,1,128,random,0.6883913307864935
gini,12,log2,8,2,128,best,0.7193104773697887
gini,12,log2,8,2,128,random,0.6883913307864935
gini,12,log2,8,4,128,best,0.7193104773697887
