colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,subsample,score
0.5,0,0.1,4,10,100,0.5,0.4327438394311232
0.5,0,0.1,4,10,100,0.7,0.43210854978149943
0.5,0,0.1,4,10,100,1.0,0.4302700509564055
0.5,0,0.1,4,10,200,0.5,0.4582033800668748
0.5,0,0.1,4,10,200,0.7,0.4571490363863935
0.5,0,0.1,4,10,200,1.0,0.4552216278182472
0.5,0,0.1,8,1,50,0.5,0.4552764828338917
0.5,0,0.1,8,1,50,0.7,0.4550242660644626
0.5,0,0.1,8,1,50,1.0,0.4534750042012264
0.5,0,0.1,8,1,100,0.5,0.47757760189018444
0.5,0,0.1,8,1,100,0.7,0.4767178923257808
0.5,0,0.1,8,1,100,1.0,0.4755998042115482
0.5,0,0.1,8,1,200,0.5,0.49294924486679137
0.5,0,0.1,8,1,200,0.7,0.4918618328472466
0.5,0,0.1,8,1,200,1.0,0.4911939324944372
0.5,0,0.1,8,5,50,0.5,0.4529044358045701
0.5,0,0.1,8,5,50,0.7,0.4536218281310815
0.5,0,0.1,8,5,50,1.0,0.45194507538858825
0.5,0,0.1,8,5,100,0.5,0.47778375615389485
0.5,0,0.1,8,5,100,0.7,0.47625271292022964
0.5,0,0.1,8,5,100,1.0,0.4742171391749052
0.5,0,0.1,8,5,200,0.5,0.4916965352671652
0.5,0,0.1,8,5,200,0.7,0.4919168554524847
0.5,0,0.1,8,5,200,1.0,0.4883792270758087
0.5,0,0.1,8,10,50,0.5,0.4522898913196427
0.5,0,0.1,8,10,50,0.7,0.4527746490133459
0.5,0,0.1,8,10,50,1.0,0.4527385891029585
0.5,0,0.1,8,10,100,0.5,0.47679706866485266
0.5,0,0.1,8,10,100,0.7,0.475036832108793
0.5,0,0.1,8,10,100,1.0,0.4754058172596643
0.5,0,0.1,8,10,200,0.5,0.4908643744180547
0.5,0,0.1,8,10,200,0.7,0.49106109767716144
0.5,0,0.1,8,10,200,1.0,0.48952068738814747
0.5,0,0.1,16,1,50,0.5,0.480262670916119
0.5,0,0.1,16,1,50,0.7,0.48008561187104215
0.5,0,0.1,16,1,50,1.0,0.4825361258984017
0.5,0,0.1,16,1,100,0.5,0.4955635240122569
0.5,0,0.1,16,1,100,0.7,0.49342469173185993
0.5,0,0.1,16,1,100,1.0,0.4964533808202925
0.5,0,0.1,16,1,200,0.5,0.4997929233931336
0.5,0,0.1,16,1,200,0.7,0.5005132857011798
0.5,0,0.1,16,1,200,1.0,0.5027601732617895
0.5,0,0.1,16,5,50,0.5,0.4773264192044719
0.5,0,0.1,16,5,50,0.7,0.4793732814089225
0.5,0,0.1,16,5,50,1.0,0.4798929299343286
0.5,0,0.1,16,5,100,0.5,0.4938642919062921
0.5,0,0.1,16,5,100,0.7,0.49540279632042633
0.5,0,0.1,16,5,100,1.0,0.4946774743889826
0.5,0,0.1,16,5,200,0.5,0.5004989648783896
0.5,0,0.1,16,5,200,0.7,0.5007034651926273
0.5,0,0.1,16,5,200,1.0,0.5021166105981131
0.5,0,0.1,16,10,50,0.5,0.47651351709921225
0.5,0,0.1,16,10,50,0.7,0.47794733544653645
0.5,0,0.1,16,10,50,1.0,0.47948571832742415
0.5,0,0.1,16,10,100,0.5,0.4948699107670231
0.5,0,0.1,16,10,100,0.7,0.4946487207022367
0.5,0,0.1,16,10,100,1.0,0.4953650810550689
0.5,0,0.1,16,10,200,0.5,0.5014949438879667
0.5,0,0.1,16,10,200,0.7,0.5016509733292619
0.5,0,0.1,16,10,200,1.0,0.5015259467184155
0.5,0,0.1,32,1,50,0.5,0.4761805283189571
0.5,0,0.1,32,1,50,0.7,0.47725591831047826
0.5,0,0.1,32,1,50,1.0,0.476641630966191
0.5,0,0.1,32,1,100,0.5,0.4918330884854982
0.5,0,0.1,32,1,100,0.7,0.489682441545136
0.5,0,0.1,32,1,100,1.0,0.4907258988094599
0.5,0,0.1,32,1,200,0.5,0.49206126329653915
0.5,0,0.1,32,1,200,0.7,0.49122815613845305
0.5,0,0.1,32,1,200,1.0,0.4943031661675683
0.5,0,0.1,32,5,50,0.5,0.4808147528092337
0.5,0,0.1,32,5,50,0.7,0.48307802154614476
0.5,0,0.1,32,5,50,1.0,0.48400922605716773
0.5,0,0.1,32,5,100,0.5,0.4973383252634706
0.5,0,0.1,32,5,100,0.7,0.49712246686498335
0.5,0,0.1,32,5,100,1.0,0.4963079823605802
0.5,0,0.1,32,5,200,0.5,0.4991756320578103
0.5,0,0.1,32,5,200,0.7,0.4981490739863139
0.5,0,0.1,32,5,200,1.0,0.49930807099372077
0.5,0,0.1,32,10,50,0.5,0.48154554207739314
0.5,0,0.1,32,10,50,0.7,0.4833441245996029
0.5,0,0.1,32,10,50,1.0,0.4863532720494945
0.5,0,0.1,32,10,100,0.5,0.4967067160909511
0.5,0,0.1,32,10,100,0.7,0.5005906099593839
0.5,0,0.1,32,10,100,1.0,0.5004464915358572
0.5,0,0.1,32,10,200,0.5,0.5006538501212541
0.5,0,0.1,32,10,200,0.7,0.5027039180770951
0.5,0,0.1,32,10,200,1.0,0.5034583044289723
0.5,0,0.1,64,1,50,0.5,0.47338945828181284
0.5,0,0.1,64,1,50,0.7,0.4750394538963243
0.5,0,0.1,64,1,50,1.0,0.4734839831990915
0.5,0,0.1,64,1,100,0.5,0.4872364474140856
0.5,0,0.1,64,1,100,0.7,0.48886059794992526
0.5,0,0.1,64,1,100,1.0,0.4872216183332903
0.5,0,0.1,64,1,200,0.5,0.4889000256923966
0.5,0,0.1,64,1,200,0.7,0.492769078007182
0.5,0,0.1,64,1,200,1.0,0.4929567482762101
0.5,0,0.1,64,5,50,0.5,0.48093204261406197
0.5,0,0.1,64,5,50,0.7,0.48347874956668385
0.5,0,0.1,64,5,50,1.0,0.48559974611936435
0.5,0,0.1,64,5,100,0.5,0.4962765105323034
0.5,0,0.1,64,5,100,0.7,0.4957767192060982
0.5,0,0.1,64,5,100,1.0,0.49840246996853227
0.5,0,0.1,64,5,200,0.5,0.4988850736102844
0.5,0,0.1,64,5,200,0.7,0.49908474443089496
0.5,0,0.1,64,5,200,1.0,0.4991780311597358
0.5,0,0.1,64,10,50,0.5,0.48139607876773804
0.5,0,0.1,64,10,50,0.7,0.4839979982089056
0.5,0,0.1,64,10,50,1.0,0.48684708189807385
0.5,0,0.1,64,10,100,0.5,0.4968366712993051
0.5,0,0.1,64,10,100,0.7,0.5005240162195026
0.5,0,0.1,64,10,100,1.0,0.5015831148001125
0.5,0,0.1,64,10,200,0.5,0.4988705729887353
0.5,0,0.1,64,10,200,0.7,0.5013765405433944
0.5,0,0.1,64,10,200,1.0,0.5023821058885364
0.5,0,0.2,4,1,50,0.5,0.4336934545136902
0.5,0,0.2,4,1,50,0.7,0.4306128361887149
0.5,0,0.2,4,1,50,1.0,0.43385916506890915
0.5,0,0.2,4,1,100,0.5,0.4621736295091467
0.5,0,0.2,4,1,100,0.7,0.4586225391824124
0.5,0,0.2,4,1,100,1.0,0.46020833538652955
0.5,0,0.2,4,1,200,0.5,0.479261367728828
0.5,0,0.2,4,1,200,0.7,0.47770096203842843
0.5,0,0.2,4,1,200,1.0,0.4763223016040632
0.5,0,0.2,4,5,50,0.5,0.43205307902379303
0.5,0,0.2,4,5,50,0.7,0.4288955716698621
0.5,0,0.2,4,5,50,1.0,0.4346595965436714
0.5,0,0.2,4,5,100,0.5,0.45949944093373557
0.5,0,0.2,4,5,100,0.7,0.45741446655532975
0.5,0,0.2,4,5,100,1.0,0.46045710978032117
0.5,0,0.2,4,5,200,0.5,0.47857436958716176
0.5,0,0.2,4,5,200,0.7,0.4774633359889891
0.5,0,0.2,4,5,200,1.0,0.47758367130417256
0.5,0,0.2,4,10,50,0.5,0.4334161074522789
0.5,0,0.2,4,10,50,0.7,0.43165761859670665
0.5,0,0.2,4,10,50,1.0,0.4343524169728697
0.5,0,0.2,4,10,100,0.5,0.4596860599889618
0.5,0,0.2,4,10,100,0.7,0.4563442212858766
0.5,0,0.2,4,10,100,1.0,0.4592729413108436
0.5,0,0.2,4,10,200,0.5,0.479542485279902
0.5,0,0.2,4,10,200,0.7,0.47682594645065685
0.5,0,0.2,4,10,200,1.0,0.47651567719864646
0.5,0,0.2,8,1,50,0.5,0.4791198905780906
0.5,0,0.2,8,1,50,0.7,0.47752770258378113
0.5,0,0.2,8,1,50,1.0,0.47538522787034515
0.5,0,0.2,8,1,100,0.5,0.4941702240416308
0.5,0,0.2,8,1,100,0.7,0.4917759244618532
0.5,0,0.2,8,1,100,1.0,0.48940247296815026
0.5,0,0.2,8,1,200,0.5,0.5002996385238718
0.5,0,0.2,8,1,200,0.7,0.4982886301300427
0.5,0,0.2,8,1,200,1.0,0.5007563284018423
0.5,0,0.2,8,5,50,0.5,0.4783818943101445
0.5,0,0.2,8,5,50,0.7,0.4764938907967184
0.5,0,0.2,8,5,50,1.0,0.4741808739061735
0.5,0,0.2,8,5,100,0.5,0.4930912978275667
0.5,0,0.2,8,5,100,0.7,0.49179664921835986
0.5,0,0.2,8,5,100,1.0,0.4884638735866326
0.5,0,0.2,8,5,200,0.5,0.4996833490694192
0.5,0,0.2,8,5,200,0.7,0.4994870322945794
0.5,0,0.2,8,5,200,1.0,0.49934817450626773
0.5,0,0.2,8,10,50,0.5,0.4768878225831333
0.5,0,0.2,8,10,50,0.7,0.4746941422083551
0.5,0,0.2,8,10,50,1.0,0.47427513725747533
0.5,0,0.2,8,10,100,0.5,0.4924012732140915
0.5,0,0.2,8,10,100,0.7,0.49004248473409445
0.5,0,0.2,8,10,100,1.0,0.48793660591656934
0.5,0,0.2,8,10,200,0.5,0.49831440264905447
0.5,0,0.2,8,10,200,0.7,0.49944800818885043
0.5,0,0.2,8,10,200,1.0,0.4996468712687139
0.5,0,0.2,16,1,50,0.5,0.49317846993217124
0.5,0,0.2,16,1,50,0.7,0.492821866017587
0.5,0,0.2,16,1,50,1.0,0.49261669196672053
0.5,0,0.2,16,1,100,0.5,0.4957326626989722
0.5,0,0.2,16,1,100,0.7,0.4981852205664549
0.5,0,0.2,16,1,100,1.0,0.497082182693842
0.5,0,0.2,16,1,200,0.5,0.4946595096004047
0.5,0,0.2,16,1,200,0.7,0.4978722194313898
0.5,0,0.2,16,1,200,1.0,0.4995920955024
0.5,0,0.2,16,5,50,0.5,0.49119628948066457
0.5,0,0.2,16,5,50,0.7,0.4919645513203837
0.5,0,0.2,16,5,50,1.0,0.4944566643282075
0.5,0,0.2,16,5,100,0.5,0.4971935092752235
0.5,0,0.2,16,5,100,0.7,0.4976503336097838
0.5,0,0.2,16,5,100,1.0,0.5012950710723251
0.5,0,0.2,16,5,200,0.5,0.4970897927162601
0.5,0,0.2,16,5,200,0.7,0.4997685350745815
0.5,0,0.2,16,5,200,1.0,0.5020699531957445
0.5,0,0.2,16,10,50,0.5,0.4925215958984956
0.5,0,0.2,16,10,50,0.7,0.49243207629474267
0.5,0,0.2,16,10,50,1.0,0.49546039926233076
0.5,0,0.2,16,10,100,0.5,0.49825533905137664
0.5,0,0.2,16,10,100,0.7,0.50074433928624
0.5,0,0.2,16,10,100,1.0,0.5009706067113093
0.5,0,0.2,16,10,200,0.5,0.49875130017567804
0.5,0,0.2,16,10,200,0.7,0.5007940425836924
0.5,0,0.2,16,10,200,1.0,0.5037464793177274
0.5,0,0.2,32,1,50,0.5,0.4855737045474983
0.5,0,0.2,32,1,50,0.7,0.48584573267685033
0.5,0,0.2,32,1,50,1.0,0.48481945284454064
0.5,0,0.2,32,1,100,0.5,0.4881190224522565
0.5,0,0.2,32,1,100,0.7,0.4888188686887131
0.5,0,0.2,32,1,100,1.0,0.4902678798135938
0.5,0,0.2,32,1,200,0.5,0.488753330196483
0.5,0,0.2,32,1,200,0.7,0.4902143891986302
0.5,0,0.2,32,1,200,1.0,0.49337883551657286
0.5,0,0.2,32,5,50,0.5,0.49266790073871597
0.5,0,0.2,32,5,50,0.7,0.49350884774412723
0.5,0,0.2,32,5,50,1.0,0.4962195288771631
0.5,0,0.2,32,5,100,0.5,0.4953954654869281
0.5,0,0.2,32,5,100,0.7,0.49714012835631255
0.5,0,0.2,32,5,100,1.0,0.49732113190461796
0.5,0,0.2,32,5,200,0.5,0.4937231184194973
0.5,0,0.2,32,5,200,0.7,0.4956080522858852
0.5,0,0.2,32,5,200,1.0,0.49754551279817066
0.5,0,0.2,32,10,50,0.5,0.4934492213278634
0.5,0,0.2,32,10,50,0.7,0.494130206660758
0.5,0,0.2,32,10,50,1.0,0.49973884797155615
0.5,0,0.2,32,10,100,0.5,0.4954457069973137
0.5,0,0.2,32,10,100,0.7,0.49802077287393937
0.5,0,0.2,32,10,100,1.0,0.5032745587286995
0.5,0,0.2,32,10,200,0.5,0.49415601937884523
0.5,0,0.2,32,10,200,0.7,0.4970626737051185
0.5,0,0.2,32,10,200,1.0,0.5006685346010715
0.5,0,0.2,64,1,50,0.5,0.4817546540589624
0.5,0,0.2,64,1,50,0.7,0.48322689471502817
0.5,0,0.2,64,1,50,1.0,0.48355338479633875
0.5,0,0.2,64,1,100,0.5,0.48436505842524324
0.5,0,0.2,64,1,100,0.7,0.4869346859751258
0.5,0,0.2,64,1,100,1.0,0.489145640621917
0.5,0,0.2,64,1,200,0.5,0.4873540156498974
0.5,0,0.2,64,1,200,0.7,0.49017040730164224
0.5,0,0.2,64,1,200,1.0,0.49242829762416784
0.5,0,0.2,64,5,50,0.5,0.49134338056492705
0.5,0,0.2,64,5,50,0.7,0.494575394221542
0.5,0,0.2,64,5,50,1.0,0.4950444786942674
0.5,0,0.2,64,5,100,0.5,0.492749568255626
0.5,0,0.2,64,5,100,0.7,0.49462102151684145
0.5,0,0.2,64,5,100,1.0,0.49674641604825437
0.5,0,0.2,64,5,200,0.5,0.48980436359641927
0.5,0,0.2,64,5,200,0.7,0.4936530677678766
0.5,0,0.2,64,5,200,1.0,0.4981780656081736
0.5,0,0.2,64,10,50,0.5,0.4939538341980498
0.5,0,0.2,64,10,50,0.7,0.49468412099595754
0.5,0,0.2,64,10,50,1.0,0.49660726500228947
0.5,0,0.2,64,10,100,0.5,0.4957537229000404
0.5,0,0.2,64,10,100,0.7,0.4963528943217476
0.5,0,0.2,64,10,100,1.0,0.49928829298876315
0.5,0,0.2,64,10,200,0.5,0.49272105573975716
0.5,0,0.2,64,10,200,0.7,0.4964823906498263
0.5,0,0.2,64,10,200,1.0,0.4965465295488211
0.5,0.1,0.01,4,1,50,0.5,0.0
0.5,0.1,0.01,4,1,50,0.7,0.0
0.5,0.1,0.01,4,1,50,1.0,0.0
0.5,0.1,0.01,4,1,100,0.5,0.02121390845291211
0.5,0.1,0.01,4,1,100,0.7,0.02458294623735863
0.5,0.1,0.01,4,1,100,1.0,0.02805889542296679
0.5,0.1,0.01,4,1,200,0.5,0.2464313721833726
0.5,0.1,0.01,4,1,200,0.7,0.2465621592733307
0.5,0.1,0.01,4,1,200,1.0,0.24415624501689318
0.5,0.1,0.01,4,5,50,0.5,0.0
0.5,0.1,0.01,4,5,50,0.7,0.0
0.5,0.1,0.01,4,5,50,1.0,0.0
0.5,0.1,0.01,4,5,100,0.5,0.02121390845291211
0.5,0.1,0.01,4,5,100,0.7,0.02458294623735863
0.5,0.1,0.01,4,5,100,1.0,0.02805889542296679
0.5,0.1,0.01,4,5,200,0.5,0.24621724403495085
0.5,0.1,0.01,4,5,200,0.7,0.24616606928534834
0.5,0.1,0.01,4,5,200,1.0,0.24406530173401772
0.5,0.1,0.01,4,10,50,0.5,0.0
0.5,0.1,0.01,4,10,50,0.7,0.0
0.5,0.1,0.01,4,10,50,1.0,0.0
0.5,0.1,0.01,4,10,100,0.5,0.021245604332397586
0.5,0.1,0.01,4,10,100,0.7,0.02458294623735863
0.5,0.1,0.01,4,10,100,1.0,0.0284318316007602
0.5,0.1,0.01,4,10,200,0.5,0.24597419880777371
0.5,0.1,0.01,4,10,200,0.7,0.24674017217495278
0.5,0.1,0.01,4,10,200,1.0,0.24434823941462877
0.5,0.1,0.01,8,1,50,0.5,0.0
0.5,0.1,0.01,8,1,50,0.7,0.0
0.5,0.1,0.01,8,1,50,1.0,0.0
0.5,0.1,0.01,8,1,100,0.5,0.12473995514758614
0.5,0.1,0.01,8,1,100,0.7,0.12662127908511245
0.5,0.1,0.01,8,1,100,1.0,0.13037191838545478
0.5,0.1,0.01,8,1,200,0.5,0.3572719750784312
0.5,0.1,0.01,8,1,200,0.7,0.35797959041214217
0.5,0.1,0.01,8,1,200,1.0,0.35940635926915093
0.5,0.1,0.01,8,5,50,0.5,0.0
0.5,0.1,0.01,8,5,50,0.7,0.0
0.5,0.1,0.01,8,5,50,1.0,0.0
0.5,0.1,0.01,8,5,100,0.5,0.12433392148059212
0.5,0.1,0.01,8,5,100,0.7,0.12613744837304314
0.5,0.1,0.01,8,5,100,1.0,0.13002852240827012
0.5,0.1,0.01,8,5,200,0.5,0.3552879607654548
0.5,0.1,0.01,8,5,200,0.7,0.357577370737065
0.5,0.1,0.01,8,5,200,1.0,0.35829801300593395
0.5,0.1,0.01,8,10,50,0.5,0.0
0.5,0.1,0.01,8,10,50,0.7,0.0
0.5,0.1,0.01,8,10,50,1.0,0.0
0.5,0.1,0.01,8,10,100,0.5,0.12217426319086035
0.5,0.1,0.01,8,10,100,0.7,0.12379039879692445
0.5,0.1,0.01,8,10,100,1.0,0.12964373575023808
0.5,0.1,0.01,8,10,200,0.5,0.3531066348933236
0.5,0.1,0.01,8,10,200,0.7,0.35559811330809615
0.5,0.1,0.01,8,10,200,1.0,0.3567777962358641
0.5,0.1,0.01,16,1,50,0.5,0.0
0.5,0.1,0.01,16,1,50,0.7,0.0
0.5,0.1,0.01,16,1,50,1.0,0.0
0.5,0.1,0.01,16,1,100,0.5,0.1654791283345052
0.5,0.1,0.01,16,1,100,0.7,0.17111287271978884
0.5,0.1,0.01,16,1,100,1.0,0.1762982650617577
0.5,0.1,0.01,16,1,200,0.5,0.387706149457667
0.5,0.1,0.01,16,1,200,0.7,0.39057760978265926
0.5,0.1,0.01,16,1,200,1.0,0.39493779535006385
0.5,0.1,0.01,16,5,50,0.5,0.0
0.5,0.1,0.01,16,5,50,0.7,0.0
0.5,0.1,0.01,16,5,50,1.0,0.0
0.5,0.1,0.01,16,5,100,0.5,0.15934485365818316
0.5,0.1,0.01,16,5,100,0.7,0.1656982460515949
0.5,0.1,0.01,16,5,100,1.0,0.17081407976700716
0.5,0.1,0.01,16,5,200,0.5,0.3835406543400744
0.5,0.1,0.01,16,5,200,0.7,0.3877250089661799
0.5,0.1,0.01,16,5,200,1.0,0.3921401476342952
0.5,0.1,0.01,16,10,50,0.5,0.0
0.5,0.1,0.01,16,10,50,0.7,0.0
0.5,0.1,0.01,16,10,50,1.0,0.0
0.5,0.1,0.01,16,10,100,0.5,0.15335956379713153
0.5,0.1,0.01,16,10,100,0.7,0.16052986576936612
0.5,0.1,0.01,16,10,100,1.0,0.16741989376529118
0.5,0.1,0.01,16,10,200,0.5,0.37998584094717613
0.5,0.1,0.01,16,10,200,0.7,0.38424698145820485
0.5,0.1,0.01,16,10,200,1.0,0.38912042698038274
0.5,0.1,0.01,32,1,50,0.5,0.0
