criterion,max_depth,max_features,min_samples_leaf,min_samples_split,random_state,splitter,score
gini,,sqrt,1,16,256,random,0.43065354698114183
gini,,sqrt,1,32,16,best,0.44414183299512877
gini,,sqrt,1,32,16,random,0.43683398675531016
gini,,sqrt,1,32,32,best,0.4410160928787381
gini,,sqrt,1,32,32,random,0.44263332558338925
gini,,sqrt,1,32,64,best,0.4417912415261827
gini,,sqrt,1,32,64,random,0.4386510982749965
gini,,sqrt,1,32,128,best,0.4440506959388564
gini,,sqrt,1,32,128,random,0.43863407009117
gini,,sqrt,1,32,256,best,0.4432338068963693
gini,,sqrt,1,32,256,random,0.43629195948873356
gini,,sqrt,1,64,16,best,0.4437041320347888
gini,,sqrt,1,64,16,random,0.4385783002228123
gini,,sqrt,1,64,32,best,0.44502099741290957
gini,,sqrt,1,64,32,random,0.4420575190314721
gini,,sqrt,1,64,64,best,0.44599773253376185
gini,,sqrt,1,64,64,random,0.44045967759140137
gini,,sqrt,1,64,128,best,0.4444970462849664
gini,,sqrt,1,64,128,random,0.4441183100769057
gini,,sqrt,1,64,256,best,0.4424748587379412
gini,,sqrt,1,64,256,random,0.4363360000249681
gini,,sqrt,1,128,16,best,0.4450862951017598
gini,,sqrt,1,128,16,random,0.43267126837902
gini,,sqrt,1,128,32,best,0.44116280877380304
gini,,sqrt,1,128,32,random,0.4362700540476383
gini,,sqrt,1,128,64,best,0.442773895279403
gini,,sqrt,1,128,64,random,0.44078332560914557
gini,,sqrt,1,128,128,best,0.4367622292071067
gini,,sqrt,1,128,128,random,0.4396036991591255
gini,,sqrt,1,128,256,best,0.4387823204793358
gini,,sqrt,1,128,256,random,0.429895632239884
gini,,sqrt,1,256,16,best,0.439697325032996
gini,,sqrt,1,256,16,random,0.43164277763903963
gini,,sqrt,1,256,32,best,0.43481964634288844
gini,,sqrt,1,256,32,random,0.432181724431645
gini,,sqrt,1,256,64,best,0.4357992383796631
gini,,sqrt,1,256,64,random,0.4345108318030478
gini,,sqrt,1,256,128,best,0.43345845133318245
gini,,sqrt,1,256,128,random,0.43413488481009566
gini,,sqrt,1,256,256,best,0.4290805101258943
gini,,sqrt,1,256,256,random,0.4307893949219472
gini,,sqrt,2,1,16,best,0.43357910243290626
gini,,sqrt,2,1,16,random,0.42814231591742474
gini,,sqrt,2,1,32,best,0.43212061538617746
gini,,sqrt,2,1,32,random,0.4336120014662397
gini,,sqrt,2,1,64,best,0.43443010540126803
gini,,sqrt,2,1,64,random,0.4305019752776776
gini,,sqrt,2,1,128,best,0.4339614439909807
gini,,sqrt,2,1,128,random,0.4347795866722078
gini,,sqrt,2,1,256,best,0.432532898168932
gini,,sqrt,2,1,256,random,0.427996034520343
gini,,sqrt,2,2,16,best,0.43357910243290626
gini,,sqrt,2,2,16,random,0.42814231591742474
gini,,sqrt,2,2,32,best,0.43212061538617746
gini,,sqrt,2,2,32,random,0.4336120014662397
gini,,sqrt,2,2,64,best,0.43443010540126803
gini,,sqrt,2,2,64,random,0.4305019752776776
gini,,sqrt,2,2,128,best,0.4339614439909807
gini,,sqrt,2,2,128,random,0.4347795866722078
gini,,sqrt,2,2,256,best,0.432532898168932
gini,,sqrt,2,2,256,random,0.427996034520343
gini,,sqrt,2,4,16,best,0.43357910243290626
gini,,sqrt,2,4,16,random,0.42814231591742474
gini,,sqrt,2,4,32,best,0.43212061538617746
gini,,sqrt,2,4,32,random,0.4336120014662397
gini,,sqrt,2,4,64,best,0.43443010540126803
gini,,sqrt,2,4,64,random,0.4305019752776776
gini,,sqrt,2,4,128,best,0.4339614439909807
gini,,sqrt,2,4,128,random,0.4347795866722078
gini,,sqrt,2,4,256,best,0.432532898168932
gini,,sqrt,2,4,256,random,0.427996034520343
gini,,sqrt,2,8,16,best,0.44000688569827656
gini,,sqrt,2,8,16,random,0.4301076659005716
gini,,sqrt,2,8,32,best,0.4346794394093176
gini,,sqrt,2,8,32,random,0.434747799351745
gini,,sqrt,2,8,64,best,0.43476015992802014
gini,,sqrt,2,8,64,random,0.43412706193638156
gini,,sqrt,2,8,128,best,0.4336060512332021
gini,,sqrt,2,8,128,random,0.4353899063148982
gini,,sqrt,2,8,256,best,0.4343421089491694
gini,,sqrt,2,8,256,random,0.43119972269773327
gini,,sqrt,2,16,16,best,0.4412978132063268
gini,,sqrt,2,16,16,random,0.4343874442871319
gini,,sqrt,2,16,32,best,0.4431017034461245
gini,,sqrt,2,16,32,random,0.4398142070581435
gini,,sqrt,2,16,64,best,0.44093232280796185
gini,,sqrt,2,16,64,random,0.4397729410377234
gini,,sqrt,2,16,128,best,0.43810361058932745
gini,,sqrt,2,16,128,random,0.440447397154567
gini,,sqrt,2,16,256,best,0.4384063201641814
gini,,sqrt,2,16,256,random,0.4368361969550831
gini,,sqrt,2,32,16,best,0.4460894368729947
gini,,sqrt,2,32,16,random,0.4382568653329588
gini,,sqrt,2,32,32,best,0.4423094719111404
gini,,sqrt,2,32,32,random,0.441192153040316
gini,,sqrt,2,32,64,best,0.44102942672230966
gini,,sqrt,2,32,64,random,0.44525807384449984
gini,,sqrt,2,32,128,best,0.4452373583656734
gini,,sqrt,2,32,128,random,0.44174617281575274
gini,,sqrt,2,32,256,best,0.4412039021269534
gini,,sqrt,2,32,256,random,0.43697052154874694
gini,,sqrt,2,64,16,best,0.4483911396612785
gini,,sqrt,2,64,16,random,0.4385054303616774
gini,,sqrt,2,64,32,best,0.44363266463840617
gini,,sqrt,2,64,32,random,0.43959976455749045
gini,,sqrt,2,64,64,best,0.4472231520776156
gini,,sqrt,2,64,64,random,0.444457377019428
gini,,sqrt,2,64,128,best,0.4455724582894854
gini,,sqrt,2,64,128,random,0.4457393086251484
gini,,sqrt,2,64,256,best,0.44211390522306876
gini,,sqrt,2,64,256,random,0.43546414365055236
gini,,sqrt,2,128,16,best,0.44424620504581885
gini,,sqrt,2,128,16,random,0.434763760104025
gini,,sqrt,2,128,32,best,0.4407568961795511
gini,,sqrt,2,128,32,random,0.44031464463951514
gini,,sqrt,2,128,64,best,0.4435026130191102
gini,,sqrt,2,128,64,random,0.44070722700460846
gini,,sqrt,2,128,128,best,0.4413898000870895
gini,,sqrt,2,128,128,random,0.4425519757368866
gini,,sqrt,2,128,256,best,0.4371888676547491
gini,,sqrt,2,128,256,random,0.43593962086051513
gini,,sqrt,2,256,16,best,0.44160838650880585
gini,,sqrt,2,256,16,random,0.42712619052614836
gini,,sqrt,2,256,32,best,0.43835879302486785
gini,,sqrt,2,256,32,random,0.4367197031658672
gini,,sqrt,2,256,64,best,0.441050975044836
gini,,sqrt,2,256,64,random,0.431347011935407
gini,,sqrt,2,256,128,best,0.4348154886052538
gini,,sqrt,2,256,128,random,0.4341278687970897
gini,,sqrt,2,256,256,best,0.4361112826014833
gini,,sqrt,2,256,256,random,0.42853590354415233
gini,,sqrt,4,1,16,best,0.44473587629693906
gini,,sqrt,4,1,16,random,0.4377415207694149
gini,,sqrt,4,1,32,best,0.44639475118640376
gini,,sqrt,4,1,32,random,0.4453482986445006
gini,,sqrt,4,1,64,best,0.4471212159812661
gini,,sqrt,4,1,64,random,0.442710496296613
gini,,sqrt,4,1,128,best,0.44353640469030653
gini,,sqrt,4,1,128,random,0.4455072584037391
gini,,sqrt,4,1,256,best,0.4392497814599416
gini,,sqrt,4,1,256,random,0.4377672228145886
gini,,sqrt,4,2,16,best,0.44473587629693906
gini,,sqrt,4,2,16,random,0.4377415207694149
gini,,sqrt,4,2,32,best,0.44639475118640376
gini,,sqrt,4,2,32,random,0.4453482986445006
gini,,sqrt,4,2,64,best,0.4471212159812661
gini,,sqrt,4,2,64,random,0.442710496296613
gini,,sqrt,4,2,128,best,0.44353640469030653
gini,,sqrt,4,2,128,random,0.4455072584037391
gini,,sqrt,4,2,256,best,0.4392497814599416
gini,,sqrt,4,2,256,random,0.4377672228145886
gini,,sqrt,4,4,16,best,0.44473587629693906
gini,,sqrt,4,4,16,random,0.4377415207694149
gini,,sqrt,4,4,32,best,0.44639475118640376
gini,,sqrt,4,4,32,random,0.4453482986445006
gini,,sqrt,4,4,64,best,0.4471212159812661
gini,,sqrt,4,4,64,random,0.442710496296613
gini,,sqrt,4,4,128,best,0.44353640469030653
gini,,sqrt,4,4,128,random,0.4455072584037391
gini,,sqrt,4,4,256,best,0.4392497814599416
gini,,sqrt,4,4,256,random,0.4377672228145886
gini,,sqrt,4,8,16,best,0.44473587629693906
gini,,sqrt,4,8,16,random,0.4377415207694149
gini,,sqrt,4,8,32,best,0.44639475118640376
gini,,sqrt,4,8,32,random,0.4453482986445006
gini,,sqrt,4,8,64,best,0.4471212159812661
gini,,sqrt,4,8,64,random,0.442710496296613
gini,,sqrt,4,8,128,best,0.44353640469030653
gini,,sqrt,4,8,128,random,0.4455072584037391
gini,,sqrt,4,8,256,best,0.4392497814599416
gini,,sqrt,4,8,256,random,0.4377672228145886
gini,,sqrt,4,16,16,best,0.44768279774534964
gini,,sqrt,4,16,16,random,0.4396177175980675
gini,,sqrt,4,16,32,best,0.4417359471138768
gini,,sqrt,4,16,32,random,0.44141440639861723
gini,,sqrt,4,16,64,best,0.4468880659136958
gini,,sqrt,4,16,64,random,0.44292620324931264
gini,,sqrt,4,16,128,best,0.44327032388858245
gini,,sqrt,4,16,128,random,0.443129262183701
gini,,sqrt,4,16,256,best,0.44236138004724007
gini,,sqrt,4,16,256,random,0.4387153147490534
gini,,sqrt,4,32,16,best,0.4478941020271636
gini,,sqrt,4,32,16,random,0.440163470657527
gini,,sqrt,4,32,32,best,0.4420223947226268
gini,,sqrt,4,32,32,random,0.44253839201963846
gini,,sqrt,4,32,64,best,0.4467932440136979
gini,,sqrt,4,32,64,random,0.4447381018024749
gini,,sqrt,4,32,128,best,0.44522231402430257
gini,,sqrt,4,32,128,random,0.44837475551612654
gini,,sqrt,4,32,256,best,0.4448674115381725
gini,,sqrt,4,32,256,random,0.43707841908637207
gini,,sqrt,4,64,16,best,0.45020954500087534
gini,,sqrt,4,64,16,random,0.4337415370623801
gini,,sqrt,4,64,32,best,0.44550753647145513
gini,,sqrt,4,64,32,random,0.4413541818934665
gini,,sqrt,4,64,64,best,0.4434871752653933
gini,,sqrt,4,64,64,random,0.44130967464090554
gini,,sqrt,4,64,128,best,0.44113331754752005
gini,,sqrt,4,64,128,random,0.44264947691182277
gini,,sqrt,4,64,256,best,0.4416531885397293
gini,,sqrt,4,64,256,random,0.43599778237135745
gini,,sqrt,4,128,16,best,0.44181462683877193
gini,,sqrt,4,128,16,random,0.43234845075846406
gini,,sqrt,4,128,32,best,0.4394775880134956
gini,,sqrt,4,128,32,random,0.4355253307751939
gini,,sqrt,4,128,64,best,0.4432796121881813
gini,,sqrt,4,128,64,random,0.4403497815632014
gini,,sqrt,4,128,128,best,0.43711471640386285
gini,,sqrt,4,128,128,random,0.4427212206051081
gini,,sqrt,4,128,256,best,0.43831132768217146
gini,,sqrt,4,128,256,random,0.4337276465512847
gini,,sqrt,4,256,16,best,0.44176772440958567
gini,,sqrt,4,256,16,random,0.4257965979628974
gini,,sqrt,4,256,32,best,0.4347445406870892
gini,,sqrt,4,256,32,random,0.4328066656863266
gini,,sqrt,4,256,64,best,0.4362484999343736
gini,,sqrt,4,256,64,random,0.4342545382455613
gini,,sqrt,4,256,128,best,0.4340666539492024
gini,,sqrt,4,256,128,random,0.43467090078897636
gini,,sqrt,4,256,256,best,0.4321092308510621
gini,,sqrt,4,256,256,random,0.42705449771601933
gini,,sqrt,8,1,16,best,0.44948204971164013
gini,,sqrt,8,1,16,random,0.44040407494755357
gini,,sqrt,8,1,32,best,0.4439597342613923
gini,,sqrt,8,1,32,random,0.44248851420009566
gini,,sqrt,8,1,64,best,0.4438772658475452
gini,,sqrt,8,1,64,random,0.444727188418633
gini,,sqrt,8,1,128,best,0.442467819201216
gini,,sqrt,8,1,128,random,0.4429794828297182
gini,,sqrt,8,1,256,best,0.44109018105202774
gini,,sqrt,8,1,256,random,0.4385337615394597
gini,,sqrt,8,2,16,best,0.44948204971164013
gini,,sqrt,8,2,16,random,0.44040407494755357
gini,,sqrt,8,2,32,best,0.4439597342613923
gini,,sqrt,8,2,32,random,0.44248851420009566
gini,,sqrt,8,2,64,best,0.4438772658475452
gini,,sqrt,8,2,64,random,0.444727188418633
gini,,sqrt,8,2,128,best,0.442467819201216
gini,,sqrt,8,2,128,random,0.4429794828297182
gini,,sqrt,8,2,256,best,0.44109018105202774
gini,,sqrt,8,2,256,random,0.4385337615394597
gini,,sqrt,8,4,16,best,0.44948204971164013
gini,,sqrt,8,4,16,random,0.44040407494755357
gini,,sqrt,8,4,32,best,0.4439597342613923
gini,,sqrt,8,4,32,random,0.44248851420009566
gini,,sqrt,8,4,64,best,0.4438772658475452
gini,,sqrt,8,4,64,random,0.444727188418633
gini,,sqrt,8,4,128,best,0.442467819201216
gini,,sqrt,8,4,128,random,0.4429794828297182
gini,,sqrt,8,4,256,best,0.44109018105202774
gini,,sqrt,8,4,256,random,0.4385337615394597
gini,,sqrt,8,8,16,best,0.44948204971164013
gini,,sqrt,8,8,16,random,0.44040407494755357
gini,,sqrt,8,8,32,best,0.4439597342613923
gini,,sqrt,8,8,32,random,0.44248851420009566
gini,,sqrt,8,8,64,best,0.4438772658475452
gini,,sqrt,8,8,64,random,0.444727188418633
gini,,sqrt,8,8,128,best,0.442467819201216
gini,,sqrt,8,8,128,random,0.4429794828297182
gini,,sqrt,8,8,256,best,0.44109018105202774
gini,,sqrt,8,8,256,random,0.4385337615394597
gini,,sqrt,8,16,16,best,0.44948204971164013
gini,,sqrt,8,16,16,random,0.44040407494755357
gini,,sqrt,8,16,32,best,0.4439597342613923
gini,,sqrt,8,16,32,random,0.44248851420009566
gini,,sqrt,8,16,64,best,0.4438772658475452
gini,,sqrt,8,16,64,random,0.444727188418633
gini,,sqrt,8,16,128,best,0.442467819201216
gini,,sqrt,8,16,128,random,0.4429794828297182
gini,,sqrt,8,16,256,best,0.44109018105202774
gini,,sqrt,8,16,256,random,0.4385337615394597
gini,,sqrt,8,32,16,best,0.44512261636236344
gini,,sqrt,8,32,16,random,0.4356064131321183
gini,,sqrt,8,32,32,best,0.4435439031033293
gini,,sqrt,8,32,32,random,0.4389474542899528
gini,,sqrt,8,32,64,best,0.4454326724403257
gini,,sqrt,8,32,64,random,0.4406144418254329
gini,,sqrt,8,32,128,best,0.44324405324170435
gini,,sqrt,8,32,128,random,0.4454981699908272
gini,,sqrt,8,32,256,best,0.44173812823840636
gini,,sqrt,8,32,256,random,0.43956656618729134
gini,,sqrt,8,64,16,best,0.4443915018699715
gini,,sqrt,8,64,16,random,0.43005320474080494
gini,,sqrt,8,64,32,best,0.44195350845912024
gini,,sqrt,8,64,32,random,0.4390744481701298
gini,,sqrt,8,64,64,best,0.4419277293599795
gini,,sqrt,8,64,64,random,0.435623826213486
gini,,sqrt,8,64,128,best,0.4389696192481665
gini,,sqrt,8,64,128,random,0.4415001154849308
gini,,sqrt,8,64,256,best,0.44091641347076577
gini,,sqrt,8,64,256,random,0.4323342293737078
gini,,sqrt,8,128,16,best,0.4408765332332658
gini,,sqrt,8,128,16,random,0.43399086399311937
gini,,sqrt,8,128,32,best,0.44072334657565443
gini,,sqrt,8,128,32,random,0.43623247786957764
gini,,sqrt,8,128,64,best,0.4395350926341674
gini,,sqrt,8,128,64,random,0.4395515218184897
gini,,sqrt,8,128,128,best,0.4364799507377309
gini,,sqrt,8,128,128,random,0.43974797800829135
gini,,sqrt,8,128,256,best,0.44048740102216283
gini,,sqrt,8,128,256,random,0.4322255764967468
gini,,sqrt,8,256,16,best,0.43524489917117853
gini,,sqrt,8,256,16,random,0.42680616575909847
gini,,sqrt,8,256,32,best,0.4319787858770036
gini,,sqrt,8,256,32,random,0.4390644166121079
gini,,sqrt,8,256,64,best,0.43565175953080004
gini,,sqrt,8,256,64,random,0.4282270400317774
gini,,sqrt,8,256,128,best,0.4318310285132471
gini,,sqrt,8,256,128,random,0.43415920517781603
gini,,sqrt,8,256,256,best,0.426355543665436
gini,,sqrt,8,256,256,random,0.426168055662775
gini,,sqrt,16,1,16,best,0.44244274310274895
gini,,sqrt,16,1,16,random,0.4328823031266494
gini,,sqrt,16,1,32,best,0.43902120509970816
gini,,sqrt,16,1,32,random,0.43573880964896183
gini,,sqrt,16,1,64,best,0.4420275749176277
gini,,sqrt,16,1,64,random,0.4376501494474894
gini,,sqrt,16,1,128,best,0.4375840783215761
gini,,sqrt,16,1,128,random,0.43896624987930116
gini,,sqrt,16,1,256,best,0.43865263868170806
gini,,sqrt,16,1,256,random,0.42901712812880666
gini,,sqrt,16,2,16,best,0.44244274310274895
gini,,sqrt,16,2,16,random,0.4328823031266494
gini,,sqrt,16,2,32,best,0.43902120509970816
gini,,sqrt,16,2,32,random,0.43573880964896183
gini,,sqrt,16,2,64,best,0.4420275749176277
gini,,sqrt,16,2,64,random,0.4376501494474894
gini,,sqrt,16,2,128,best,0.4375840783215761
gini,,sqrt,16,2,128,random,0.43896624987930116
gini,,sqrt,16,2,256,best,0.43865263868170806
gini,,sqrt,16,2,256,random,0.42901712812880666
gini,,sqrt,16,4,16,best,0.44244274310274895
gini,,sqrt,16,4,16,random,0.4328823031266494
gini,,sqrt,16,4,32,best,0.43902120509970816
gini,,sqrt,16,4,32,random,0.43573880964896183
gini,,sqrt,16,4,64,best,0.4420275749176277
gini,,sqrt,16,4,64,random,0.4376501494474894
gini,,sqrt,16,4,128,best,0.4375840783215761
gini,,sqrt,16,4,128,random,0.43896624987930116
gini,,sqrt,16,4,256,best,0.43865263868170806
gini,,sqrt,16,4,256,random,0.42901712812880666
gini,,sqrt,16,8,16,best,0.44244274310274895
gini,,sqrt,16,8,16,random,0.4328823031266494
gini,,sqrt,16,8,32,best,0.43902120509970816
gini,,sqrt,16,8,32,random,0.43573880964896183
gini,,sqrt,16,8,64,best,0.4420275749176277
gini,,sqrt,16,8,64,random,0.4376501494474894
gini,,sqrt,16,8,128,best,0.4375840783215761
gini,,sqrt,16,8,128,random,0.43896624987930116
gini,,sqrt,16,8,256,best,0.43865263868170806
gini,,sqrt,16,8,256,random,0.42901712812880666
gini,,sqrt,16,16,16,best,0.44244274310274895
gini,,sqrt,16,16,16,random,0.4328823031266494
gini,,sqrt,16,16,32,best,0.43902120509970816
gini,,sqrt,16,16,32,random,0.43573880964896183
gini,,sqrt,16,16,64,best,0.4420275749176277
gini,,sqrt,16,16,64,random,0.4376501494474894
gini,,sqrt,16,16,128,best,0.4375840783215761
gini,,sqrt,16,16,128,random,0.43896624987930116
gini,,sqrt,16,16,256,best,0.43865263868170806
gini,,sqrt,16,16,256,random,0.42901712812880666
gini,,sqrt,16,32,16,best,0.44244274310274895
gini,,sqrt,16,32,16,random,0.4328823031266494
gini,,sqrt,16,32,32,best,0.43902120509970816
gini,,sqrt,16,32,32,random,0.43573880964896183
gini,,sqrt,16,32,64,best,0.4420275749176277
gini,,sqrt,16,32,64,random,0.4376501494474894
gini,,sqrt,16,32,128,best,0.4375840783215761
gini,,sqrt,16,32,128,random,0.43896624987930116
gini,,sqrt,16,32,256,best,0.43865263868170806
gini,,sqrt,16,32,256,random,0.42901712812880666
gini,,sqrt,16,64,16,best,0.4402964617820084
gini,,sqrt,16,64,16,random,0.42984352308002843
gini,,sqrt,16,64,32,best,0.4386542272814344
gini,,sqrt,16,64,32,random,0.43504615570038396
gini,,sqrt,16,64,64,best,0.44189030332686935
gini,,sqrt,16,64,64,random,0.439780808922081
gini,,sqrt,16,64,128,best,0.43753987635447905
gini,,sqrt,16,64,128,random,0.4383471520145102
gini,,sqrt,16,64,256,best,0.4346922005230997
gini,,sqrt,16,64,256,random,0.42941348888128844
gini,,sqrt,16,128,16,best,0.441067113148695
gini,,sqrt,16,128,16,random,0.4278197653209948
gini,,sqrt,16,128,32,best,0.4380507098845609
gini,,sqrt,16,128,32,random,0.4330198829428518
gini,,sqrt,16,128,64,best,0.4374488005693653
gini,,sqrt,16,128,64,random,0.4330576343563286
gini,,sqrt,16,128,128,best,0.4332764001114759
gini,,sqrt,16,128,128,random,0.4390516531733481
gini,,sqrt,16,128,256,best,0.43519600786880885
gini,,sqrt,16,128,256,random,0.42855187745984386
gini,,sqrt,16,256,16,best,0.4344852119078986
gini,,sqrt,16,256,16,random,0.4228664441783703
gini,,sqrt,16,256,32,best,0.43420913374731435
gini,,sqrt,16,256,32,random,0.4277246276463586
gini,,sqrt,16,256,64,best,0.4325627904227001
gini,,sqrt,16,256,64,random,0.4299180964776581
gini,,sqrt,16,256,128,best,0.4305159295417334
gini,,sqrt,16,256,128,random,0.429884117287509
gini,,sqrt,16,256,256,best,0.4267105536263312
gini,,sqrt,16,256,256,random,0.42105808108922066
gini,,sqrt,32,1,16,best,0.43670698582662526
gini,,sqrt,32,1,16,random,0.42195141121723484
gini,,sqrt,32,1,32,best,0.43016387141256773
gini,,sqrt,32,1,32,random,0.4312807964849745
gini,,sqrt,32,1,64,best,0.4313074594614062
gini,,sqrt,32,1,64,random,0.4295914350463251
gini,,sqrt,32,1,128,best,0.43699561581038787
gini,,sqrt,32,1,128,random,0.4339092335830041
gini,,sqrt,32,1,256,best,0.4326365124769727
gini,,sqrt,32,1,256,random,0.42117988656033023
gini,,sqrt,32,2,16,best,0.43670698582662526
gini,,sqrt,32,2,16,random,0.42195141121723484
gini,,sqrt,32,2,32,best,0.43016387141256773
gini,,sqrt,32,2,32,random,0.4312807964849745
gini,,sqrt,32,2,64,best,0.4313074594614062
gini,,sqrt,32,2,64,random,0.4295914350463251
gini,,sqrt,32,2,128,best,0.43699561581038787
gini,,sqrt,32,2,128,random,0.4339092335830041
gini,,sqrt,32,2,256,best,0.4326365124769727
gini,,sqrt,32,2,256,random,0.42117988656033023
gini,,sqrt,32,4,16,best,0.43670698582662526
gini,,sqrt,32,4,16,random,0.42195141121723484
gini,,sqrt,32,4,32,best,0.43016387141256773
gini,,sqrt,32,4,32,random,0.4312807964849745
gini,,sqrt,32,4,64,best,0.4313074594614062
gini,,sqrt,32,4,64,random,0.4295914350463251
gini,,sqrt,32,4,128,best,0.43699561581038787
gini,,sqrt,32,4,128,random,0.4339092335830041
gini,,sqrt,32,4,256,best,0.4326365124769727
gini,,sqrt,32,4,256,random,0.42117988656033023
gini,,sqrt,32,8,16,best,0.43670698582662526
gini,,sqrt,32,8,16,random,0.42195141121723484
gini,,sqrt,32,8,32,best,0.43016387141256773
gini,,sqrt,32,8,32,random,0.4312807964849745
gini,,sqrt,32,8,64,best,0.4313074594614062
gini,,sqrt,32,8,64,random,0.4295914350463251
gini,,sqrt,32,8,128,best,0.43699561581038787
gini,,sqrt,32,8,128,random,0.4339092335830041
gini,,sqrt,32,8,256,best,0.4326365124769727
gini,,sqrt,32,8,256,random,0.42117988656033023
gini,,sqrt,32,16,16,best,0.43670698582662526
gini,,sqrt,32,16,16,random,0.42195141121723484
gini,,sqrt,32,16,32,best,0.43016387141256773
gini,,sqrt,32,16,32,random,0.4312807964849745
gini,,sqrt,32,16,64,best,0.4313074594614062
gini,,sqrt,32,16,64,random,0.4295914350463251
gini,,sqrt,32,16,128,best,0.43699561581038787
gini,,sqrt,32,16,128,random,0.4339092335830041
gini,,sqrt,32,16,256,best,0.4326365124769727
gini,,sqrt,32,16,256,random,0.42117988656033023
gini,,sqrt,32,32,16,best,0.43670698582662526
gini,,sqrt,32,32,16,random,0.42195141121723484
gini,,sqrt,32,32,32,best,0.43016387141256773
gini,,sqrt,32,32,32,random,0.4312807964849745
gini,,sqrt,32,32,64,best,0.4313074594614062
gini,,sqrt,32,32,64,random,0.4295914350463251
gini,,sqrt,32,32,128,best,0.43699561581038787
gini,,sqrt,32,32,128,random,0.4339092335830041
gini,,sqrt,32,32,256,best,0.4326365124769727
gini,,sqrt,32,32,256,random,0.42117988656033023
gini,,sqrt,32,64,16,best,0.43670698582662526
gini,,sqrt,32,64,16,random,0.42195141121723484
gini,,sqrt,32,64,32,best,0.43016387141256773
gini,,sqrt,32,64,32,random,0.4312807964849745
gini,,sqrt,32,64,64,best,0.4313074594614062
gini,,sqrt,32,64,64,random,0.4295914350463251
gini,,sqrt,32,64,128,best,0.43699561581038787
gini,,sqrt,32,64,128,random,0.4339092335830041
gini,,sqrt,32,64,256,best,0.4326365124769727
gini,,sqrt,32,64,256,random,0.42117988656033023
gini,,sqrt,32,128,16,best,0.43420464064551734
gini,,sqrt,32,128,16,random,0.4247436017388447
gini,,sqrt,32,128,32,best,0.4323136025958423
gini,,sqrt,32,128,32,random,0.43005677398006936
gini,,sqrt,32,128,64,best,0.4369456890012418
gini,,sqrt,32,128,64,random,0.4296104941929102
gini,,sqrt,32,128,128,best,0.427582163530065
gini,,sqrt,32,128,128,random,0.4313258642980946
gini,,sqrt,32,128,256,best,0.43015340925372897
gini,,sqrt,32,128,256,random,0.42413159909531406
gini,,sqrt,32,256,16,best,0.43345376173385447
gini,,sqrt,32,256,16,random,0.42329421338363565
gini,,sqrt,32,256,32,best,0.4276702278590074
gini,,sqrt,32,256,32,random,0.43009498157066145
gini,,sqrt,32,256,64,best,0.43622828026169946
gini,,sqrt,32,256,64,random,0.42670644703491534
gini,,sqrt,32,256,128,best,0.42821652254322623
