colsample_bytree,gamma,learning_rate,max_depth,min_child_weight,n_estimators,subsample,score
0.5,0.1,0.01,16,5,100,0.7,0.7843849195528932
0.5,0.1,0.01,16,5,100,1.0,0.7850575246167741
0.5,0.1,0.01,16,5,200,0.5,0.7866336074160248
0.5,0.1,0.01,16,5,200,0.7,0.7870189524536202
0.5,0.1,0.01,16,5,200,1.0,0.7867371621224463
0.5,0.1,0.01,16,10,50,0.5,0.7799347198947956
0.5,0.1,0.01,16,10,50,0.7,0.781006270638763
0.5,0.1,0.01,16,10,50,1.0,0.7820733360700342
0.5,0.1,0.01,16,10,100,0.5,0.7823738200470243
0.5,0.1,0.01,16,10,100,0.7,0.7834349269372298
0.5,0.1,0.01,16,10,100,1.0,0.7842151212925742
0.5,0.1,0.01,16,10,200,0.5,0.7852047144948392
0.5,0.1,0.01,16,10,200,0.7,0.7860092964545594
0.5,0.1,0.01,16,10,200,1.0,0.7862455061539375
0.5,0.1,0.01,32,1,50,0.5,0.7842612939744714
0.5,0.1,0.01,32,1,50,0.7,0.7854082397057661
0.5,0.1,0.01,32,1,50,1.0,0.7858671148006405
0.5,0.1,0.01,32,1,100,0.5,0.7858417073908055
0.5,0.1,0.01,32,1,100,0.7,0.7867744090459606
0.5,0.1,0.01,32,1,100,1.0,0.7865318687078574
0.5,0.1,0.01,32,1,200,0.5,0.7880347697094842
0.5,0.1,0.01,32,1,200,0.7,0.7878945575774474
0.5,0.1,0.01,32,1,200,1.0,0.7869914160856598
0.5,0.1,0.01,32,5,50,0.5,0.7825249134747284
0.5,0.1,0.01,32,5,50,0.7,0.7837239151578116
0.5,0.1,0.01,32,5,50,1.0,0.7840455930468974
0.5,0.1,0.01,32,5,100,0.5,0.7844779409212194
0.5,0.1,0.01,32,5,100,0.7,0.7852434934596698
0.5,0.1,0.01,32,5,100,1.0,0.785611166279128
0.5,0.1,0.01,32,5,200,0.5,0.7872270424395206
0.5,0.1,0.01,32,5,200,0.7,0.7873593886392299
0.5,0.1,0.01,32,5,200,1.0,0.7875202237086606
0.5,0.1,0.01,32,10,50,0.5,0.7805782985563079
0.5,0.1,0.01,32,10,50,0.7,0.781706260089396
0.5,0.1,0.01,32,10,50,1.0,0.7830694103245848
0.5,0.1,0.01,32,10,100,0.5,0.7826227114441551
0.5,0.1,0.01,32,10,100,0.7,0.7838889103473102
0.5,0.1,0.01,32,10,100,1.0,0.7847057105991189
0.5,0.1,0.01,32,10,200,0.5,0.7854401527106348
0.5,0.1,0.01,32,10,200,0.7,0.7864630239918767
0.5,0.1,0.01,32,10,200,1.0,0.7871239138114174
0.5,0.1,0.01,64,1,50,0.5,0.7842691242764146
0.5,0.1,0.01,64,1,50,0.7,0.7854540793437136
0.5,0.1,0.01,64,1,50,1.0,0.7856268136983688
0.5,0.1,0.01,64,1,100,0.5,0.7858773053837087
0.5,0.1,0.01,64,1,100,0.7,0.7868331159995924
0.5,0.1,0.01,64,1,100,1.0,0.7862348549872955
0.5,0.1,0.01,64,1,200,0.5,0.7876133843902915
0.5,0.1,0.01,64,1,200,0.7,0.7875367799566276
0.5,0.1,0.01,64,1,200,1.0,0.7867071359279741
0.5,0.1,0.01,64,5,50,0.5,0.7824869113455847
0.5,0.1,0.01,64,5,50,0.7,0.783786747932013
0.5,0.1,0.01,64,5,50,1.0,0.7840809611275574
0.5,0.1,0.01,64,5,100,0.5,0.7846854822398345
0.5,0.1,0.01,64,5,100,0.7,0.7853059024951486
0.5,0.1,0.01,64,5,100,1.0,0.7855602900199289
0.5,0.1,0.01,64,5,200,0.5,0.7871962649954979
0.5,0.1,0.01,64,5,200,0.7,0.7873289502604782
0.5,0.1,0.01,64,5,200,1.0,0.7874763328730553
0.5,0.1,0.01,64,10,50,0.5,0.7805592830433973
0.5,0.1,0.01,64,10,50,0.7,0.7816474644263223
0.5,0.1,0.01,64,10,50,1.0,0.7831965942287527
0.5,0.1,0.01,64,10,100,0.5,0.7826219717650131
0.5,0.1,0.01,64,10,100,0.7,0.7838636246035237
0.5,0.1,0.01,64,10,100,1.0,0.7846734570308964
0.5,0.1,0.01,64,10,200,0.5,0.7854583761043742
0.5,0.1,0.01,64,10,200,0.7,0.7864136565476354
0.5,0.1,0.01,64,10,200,1.0,0.7870786462821644
0.5,0.1,0.1,4,1,50,0.5,0.7723266908857678
0.5,0.1,0.1,4,1,50,0.7,0.773144360997894
0.5,0.1,0.1,4,1,50,1.0,0.7732982936430829
0.5,0.1,0.1,4,1,100,0.5,0.7795655647127872
0.5,0.1,0.1,4,1,100,0.7,0.7796480878118536
0.5,0.1,0.1,4,1,100,1.0,0.77927891626502
0.5,0.1,0.1,4,1,200,0.5,0.7842380887490931
0.5,0.1,0.1,4,1,200,0.7,0.7845569356035921
0.5,0.1,0.1,4,1,200,1.0,0.7839381534402702
0.5,0.1,0.1,4,5,50,0.5,0.7724639678273486
0.5,0.1,0.1,4,5,50,0.7,0.7730450190248153
0.5,0.1,0.1,4,5,50,1.0,0.7734313481460192
0.5,0.1,0.1,4,5,100,0.5,0.7795592447596139
0.5,0.1,0.1,4,5,100,0.7,0.779661544997661
0.5,0.1,0.1,4,5,100,1.0,0.7793669999123548
0.5,0.1,0.1,4,5,200,0.5,0.7846682072750246
0.5,0.1,0.1,4,5,200,0.7,0.7843736988332065
0.5,0.1,0.1,4,5,200,1.0,0.78404262217244
0.5,0.1,0.1,4,10,50,0.5,0.772037329526731
0.5,0.1,0.1,4,10,50,0.7,0.773240742897562
0.5,0.1,0.1,4,10,50,1.0,0.7737170679521598
0.5,0.1,0.1,4,10,100,0.5,0.7793196201296814
0.5,0.1,0.1,4,10,100,0.7,0.7803010151441917
0.5,0.1,0.1,4,10,100,1.0,0.7796211544852252
0.5,0.1,0.1,4,10,200,0.5,0.784307128076668
0.5,0.1,0.1,4,10,200,0.7,0.7841402860183141
0.5,0.1,0.1,4,10,200,1.0,0.7845754851948774
0.5,0.1,0.1,8,1,50,0.5,0.7835921295981624
0.5,0.1,0.1,8,1,50,0.7,0.7845821317264775
0.5,0.1,0.1,8,1,50,1.0,0.7848299049871347
0.5,0.1,0.1,8,1,100,0.5,0.7877565638339878
0.5,0.1,0.1,8,1,100,0.7,0.7876463885098285
0.5,0.1,0.1,8,1,100,1.0,0.7874758976971549
0.5,0.1,0.1,8,1,200,0.5,0.7887024260908544
0.5,0.1,0.1,8,1,200,0.7,0.789398247761164
0.5,0.1,0.1,8,1,200,1.0,0.7900523372809699
0.5,0.1,0.1,8,5,50,0.5,0.782986988703449
0.5,0.1,0.1,8,5,50,0.7,0.7846970543036292
0.5,0.1,0.1,8,5,50,1.0,0.7849830018633147
0.5,0.1,0.1,8,5,100,0.5,0.7865490321611383
0.5,0.1,0.1,8,5,100,0.7,0.787552391801556
0.5,0.1,0.1,8,5,100,1.0,0.7878742937080556
0.5,0.1,0.1,8,5,200,0.5,0.7878513898298948
0.5,0.1,0.1,8,5,200,0.7,0.7896206905826451
0.5,0.1,0.1,8,5,200,1.0,0.7892138132675113
0.5,0.1,0.1,8,10,50,0.5,0.7832849782479209
0.5,0.1,0.1,8,10,50,0.7,0.7839901356948936
0.5,0.1,0.1,8,10,50,1.0,0.7844903226772084
0.5,0.1,0.1,8,10,100,0.5,0.7863676641787397
0.5,0.1,0.1,8,10,100,0.7,0.7876343920914081
0.5,0.1,0.1,8,10,100,1.0,0.7872734802423705
0.5,0.1,0.1,8,10,200,0.5,0.7879087159798172
0.5,0.1,0.1,8,10,200,0.7,0.7888853246575366
0.5,0.1,0.1,8,10,200,1.0,0.7893721850257128
0.5,0.1,0.1,16,1,50,0.5,0.7859783015953908
0.5,0.1,0.1,16,1,50,0.7,0.7853029985555819
0.5,0.1,0.1,16,1,50,1.0,0.7869877371911745
0.5,0.1,0.1,16,1,100,0.5,0.7865392679150446
0.5,0.1,0.1,16,1,100,0.7,0.7869570876449852
0.5,0.1,0.1,16,1,100,1.0,0.788107101557192
0.5,0.1,0.1,16,1,200,0.5,0.7828810144007871
0.5,0.1,0.1,16,1,200,0.7,0.7849547894643948
0.5,0.1,0.1,16,1,200,1.0,0.7868252586048502
0.5,0.1,0.1,16,5,50,0.5,0.7860944687852834
0.5,0.1,0.1,16,5,50,0.7,0.7872899644674544
0.5,0.1,0.1,16,5,50,1.0,0.7872532735896831
0.5,0.1,0.1,16,5,100,0.5,0.7864350776542857
0.5,0.1,0.1,16,5,100,0.7,0.7883471728094503
0.5,0.1,0.1,16,5,100,1.0,0.7888830392633656
0.5,0.1,0.1,16,5,200,0.5,0.7844427770110363
0.5,0.1,0.1,16,5,200,0.7,0.7860447862443768
0.5,0.1,0.1,16,5,200,1.0,0.7877085626874578
0.5,0.1,0.1,16,10,50,0.5,0.7862904202823947
0.5,0.1,0.1,16,10,50,0.7,0.787307532874757
0.5,0.1,0.1,16,10,50,1.0,0.7871629598717439
0.5,0.1,0.1,16,10,100,0.5,0.7877833024606883
0.5,0.1,0.1,16,10,100,0.7,0.7890767619658394
0.5,0.1,0.1,16,10,100,1.0,0.7892843935308145
0.5,0.1,0.1,16,10,200,0.5,0.7860875745953216
0.5,0.1,0.1,16,10,200,0.7,0.7872327541745698
0.5,0.1,0.1,16,10,200,1.0,0.7876454690772213
0.5,0.1,0.1,32,1,50,0.5,0.7833185341631809
0.5,0.1,0.1,32,1,50,0.7,0.7830832247930705
0.5,0.1,0.1,32,1,50,1.0,0.7843478397166121
0.5,0.1,0.1,32,1,100,0.5,0.7808213362483558
0.5,0.1,0.1,32,1,100,0.7,0.7817184777246453
0.5,0.1,0.1,32,1,100,1.0,0.7829255674628869
0.5,0.1,0.1,32,1,200,0.5,0.7780012988935153
0.5,0.1,0.1,32,1,200,0.7,0.7794250568937451
0.5,0.1,0.1,32,1,200,1.0,0.7811061662965114
0.5,0.1,0.1,32,5,50,0.5,0.7856801195552613
0.5,0.1,0.1,32,5,50,0.7,0.786021458528836
0.5,0.1,0.1,32,5,50,1.0,0.7860731966303199
0.5,0.1,0.1,32,5,100,0.5,0.7844393887073475
0.5,0.1,0.1,32,5,100,0.7,0.7855902771628545
0.5,0.1,0.1,32,5,100,1.0,0.7851607809216019
0.5,0.1,0.1,32,5,200,0.5,0.7798038527403963
0.5,0.1,0.1,32,5,200,0.7,0.7806559611116524
0.5,0.1,0.1,32,5,200,1.0,0.7815574545851294
0.5,0.1,0.1,32,10,50,0.5,0.7861155268496761
0.5,0.1,0.1,32,10,50,0.7,0.7872693945947201
0.5,0.1,0.1,32,10,50,1.0,0.7872626454322912
0.5,0.1,0.1,32,10,100,0.5,0.7859555538403287
0.5,0.1,0.1,32,10,100,0.7,0.7875354955608773
0.5,0.1,0.1,32,10,100,1.0,0.7870578364576232
0.5,0.1,0.1,32,10,200,0.5,0.7831764273120884
0.5,0.1,0.1,32,10,200,0.7,0.784158349503687
0.5,0.1,0.1,32,10,200,1.0,0.7836578600818728
0.5,0.1,0.1,64,1,50,0.5,0.7809050202826681
0.5,0.1,0.1,64,1,50,0.7,0.7830813682039229
0.5,0.1,0.1,64,1,50,1.0,0.783177609611842
0.5,0.1,0.1,64,1,100,0.5,0.7791650021808119
0.5,0.1,0.1,64,1,100,0.7,0.7809609468870885
0.5,0.1,0.1,64,1,100,1.0,0.7814994991944776
0.5,0.1,0.1,64,1,200,0.5,0.7763609786310687
0.5,0.1,0.1,64,1,200,0.7,0.7796554218304893
0.5,0.1,0.1,64,1,200,1.0,0.7801147823426091
0.5,0.1,0.1,64,5,50,0.5,0.7853019372146953
0.5,0.1,0.1,64,5,50,0.7,0.785701760560794
0.5,0.1,0.1,64,5,50,1.0,0.7858500171580793
0.5,0.1,0.1,64,5,100,0.5,0.7845628707613287
0.5,0.1,0.1,64,5,100,0.7,0.7834875856566098
0.5,0.1,0.1,64,5,100,1.0,0.7833832992283224
0.5,0.1,0.1,64,5,200,0.5,0.7795041935221176
0.5,0.1,0.1,64,5,200,0.7,0.7788789643415686
0.5,0.1,0.1,64,5,200,1.0,0.7793876479059652
0.5,0.1,0.1,64,10,50,0.5,0.785915321959489
0.5,0.1,0.1,64,10,50,0.7,0.7865977195003336
0.5,0.1,0.1,64,10,50,1.0,0.7872295435102186
0.5,0.1,0.1,64,10,100,0.5,0.7852898397219548
0.5,0.1,0.1,64,10,100,0.7,0.7864400289473997
0.5,0.1,0.1,64,10,100,1.0,0.786851273295424
0.5,0.1,0.1,64,10,200,0.5,0.7816199024327307
0.5,0.1,0.1,64,10,200,0.7,0.7825454080783533
0.5,0.1,0.1,64,10,200,1.0,0.781741016925355
0.5,0.1,0.2,4,1,50,0.5,0.7783039132862575
0.5,0.1,0.2,4,1,50,0.7,0.7782616428887353
0.5,0.1,0.2,4,1,50,1.0,0.777825854874869
0.5,0.1,0.2,4,1,100,0.5,0.7826881146949836
0.5,0.1,0.2,4,1,100,0.7,0.7832607309145648
0.5,0.1,0.2,4,1,100,1.0,0.7827509062182348
0.5,0.1,0.2,4,1,200,0.5,0.7871223535614144
0.5,0.1,0.2,4,1,200,0.7,0.7871146604910733
0.5,0.1,0.2,4,1,200,1.0,0.7868187680449789
0.5,0.1,0.2,4,5,50,0.5,0.7781877949855796
0.5,0.1,0.2,4,5,50,0.7,0.7785489279641146
0.5,0.1,0.2,4,5,50,1.0,0.7776364294921798
0.5,0.1,0.2,4,5,100,0.5,0.7822532190838146
0.5,0.1,0.2,4,5,100,0.7,0.7835439359856476
0.5,0.1,0.2,4,5,100,1.0,0.7829378090820972
0.5,0.1,0.2,4,5,200,0.5,0.7866282744618983
0.5,0.1,0.2,4,5,200,0.7,0.7865601542331359
0.5,0.1,0.2,4,5,200,1.0,0.7871859929051856
0.5,0.1,0.2,4,10,50,0.5,0.7779185004646388
0.5,0.1,0.2,4,10,50,0.7,0.7777827643927288
0.5,0.1,0.2,4,10,50,1.0,0.7775890125420671
0.5,0.1,0.2,4,10,100,0.5,0.7825248997888256
0.5,0.1,0.2,4,10,100,0.7,0.783057672428301
0.5,0.1,0.2,4,10,100,1.0,0.7825414381579298
0.5,0.1,0.2,4,10,200,0.5,0.7862434516404515
0.5,0.1,0.2,4,10,200,0.7,0.7866863497973607
0.5,0.1,0.2,4,10,200,1.0,0.7868831513830701
0.5,0.1,0.2,8,1,50,0.5,0.7844244148841438
0.5,0.1,0.2,8,1,50,0.7,0.784978363571262
0.5,0.1,0.2,8,1,50,1.0,0.7868875462986455
0.5,0.1,0.2,8,1,100,0.5,0.7859695112925169
0.5,0.1,0.2,8,1,100,0.7,0.7872083094428475
0.5,0.1,0.2,8,1,100,1.0,0.7880816385232096
0.5,0.1,0.2,8,1,200,0.5,0.7845532861035774
0.5,0.1,0.2,8,1,200,0.7,0.7857245880654347
0.5,0.1,0.2,8,1,200,1.0,0.7884358288777501
0.5,0.1,0.2,8,5,50,0.5,0.7849492648202885
0.5,0.1,0.2,8,5,50,0.7,0.7857861991036018
0.5,0.1,0.2,8,5,50,1.0,0.7867371510779023
0.5,0.1,0.2,8,5,100,0.5,0.7859911039597822
0.5,0.1,0.2,8,5,100,0.7,0.7869921599179311
0.5,0.1,0.2,8,5,100,1.0,0.7888163463527348
0.5,0.1,0.2,8,5,200,0.5,0.7846467427216607
0.5,0.1,0.2,8,5,200,0.7,0.7864972512941898
0.5,0.1,0.2,8,5,200,1.0,0.7887143833707456
0.5,0.1,0.2,8,10,50,0.5,0.7858185179924453
0.5,0.1,0.2,8,10,50,0.7,0.7858445689188871
0.5,0.1,0.2,8,10,50,1.0,0.7871520613442096
0.5,0.1,0.2,8,10,100,0.5,0.7866364924091901
0.5,0.1,0.2,8,10,100,0.7,0.7876863090193873
0.5,0.1,0.2,8,10,100,1.0,0.7879265536509573
0.5,0.1,0.2,8,10,200,0.5,0.7859936470697155
0.5,0.1,0.2,8,10,200,0.7,0.7860276667113409
0.5,0.1,0.2,8,10,200,1.0,0.7876258339793264
0.5,0.1,0.2,16,1,50,0.5,0.7807817337837516
0.5,0.1,0.2,16,1,50,0.7,0.7825239273369826
0.5,0.1,0.2,16,1,50,1.0,0.7847947745451656
0.5,0.1,0.2,16,1,100,0.5,0.7774114247151304
0.5,0.1,0.2,16,1,100,0.7,0.7802484826787891
0.5,0.1,0.2,16,1,100,1.0,0.7838125435735295
0.5,0.1,0.2,16,1,200,0.5,0.7701874442964036
0.5,0.1,0.2,16,1,200,0.7,0.7755151186323846
0.5,0.1,0.2,16,1,200,1.0,0.780814059244974
0.5,0.1,0.2,16,5,50,0.5,0.7832045606142399
0.5,0.1,0.2,16,5,50,0.7,0.7849609958757747
0.5,0.1,0.2,16,5,50,1.0,0.7859116153978719
0.5,0.1,0.2,16,5,100,0.5,0.7803728626009482
0.5,0.1,0.2,16,5,100,0.7,0.782336116725581
0.5,0.1,0.2,16,5,100,1.0,0.7842581342373832
0.5,0.1,0.2,16,5,200,0.5,0.773120100243133
0.5,0.1,0.2,16,5,200,0.7,0.7760462448602907
0.5,0.1,0.2,16,5,200,1.0,0.7810043421612578
0.5,0.1,0.2,16,10,50,0.5,0.7852450123935918
0.5,0.1,0.2,16,10,50,0.7,0.7866139558811988
0.5,0.1,0.2,16,10,50,1.0,0.7863866824284594
0.5,0.1,0.2,16,10,100,0.5,0.7823833733553541
0.5,0.1,0.2,16,10,100,0.7,0.7845028771125558
0.5,0.1,0.2,16,10,100,1.0,0.784929400330404
0.5,0.1,0.2,16,10,200,0.5,0.7757240195640064
0.5,0.1,0.2,16,10,200,0.7,0.7791671132426634
0.5,0.1,0.2,16,10,200,1.0,0.7812838746514469
0.5,0.1,0.2,32,1,50,0.5,0.7730888798991257
0.5,0.1,0.2,32,1,50,0.7,0.7763820964119197
0.5,0.1,0.2,32,1,50,1.0,0.7789500520982987
0.5,0.1,0.2,32,1,100,0.5,0.7695374160915259
0.5,0.1,0.2,32,1,100,0.7,0.7734597228711113
0.5,0.1,0.2,32,1,100,1.0,0.7782209890114035
0.5,0.1,0.2,32,1,200,0.5,0.7672719401941538
0.5,0.1,0.2,32,1,200,0.7,0.7717199719314012
0.5,0.1,0.2,32,1,200,1.0,0.7776521995914925
0.5,0.1,0.2,32,5,50,0.5,0.7785150385967715
0.5,0.1,0.2,32,5,50,0.7,0.7796535203279632
0.5,0.1,0.2,32,5,50,1.0,0.7811327622027705
0.5,0.1,0.2,32,5,100,0.5,0.7737720224064756
0.5,0.1,0.2,32,5,100,0.7,0.7750125844818424
0.5,0.1,0.2,32,5,100,1.0,0.7772971111259347
0.5,0.1,0.2,32,5,200,0.5,0.7663944544066293
0.5,0.1,0.2,32,5,200,0.7,0.7695964288363282
0.5,0.1,0.2,32,5,200,1.0,0.7737803536068588
0.5,0.1,0.2,32,10,50,0.5,0.7826061461980395
0.5,0.1,0.2,32,10,50,0.7,0.7829971179907367
0.5,0.1,0.2,32,10,50,1.0,0.7831583373121408
0.5,0.1,0.2,32,10,100,0.5,0.7758115683920906
0.5,0.1,0.2,32,10,100,0.7,0.7791698239721532
0.5,0.1,0.2,32,10,100,1.0,0.7794893353013804
0.5,0.1,0.2,32,10,200,0.5,0.7702772110306126
0.5,0.1,0.2,32,10,200,0.7,0.7731523195185751
0.5,0.1,0.2,32,10,200,1.0,0.7756754556354216
0.5,0.1,0.2,64,1,50,0.5,0.7709568721878988
0.5,0.1,0.2,64,1,50,0.7,0.7744533115845309
0.5,0.1,0.2,64,1,50,1.0,0.7777082971217656
0.5,0.1,0.2,64,1,100,0.5,0.7687814807869668
0.5,0.1,0.2,64,1,100,0.7,0.7725470273006066
0.5,0.1,0.2,64,1,100,1.0,0.7761196633864653
0.5,0.1,0.2,64,1,200,0.5,0.7677940286371904
0.5,0.1,0.2,64,1,200,0.7,0.7727435105064173
0.5,0.1,0.2,64,1,200,1.0,0.7763485801016886
0.5,0.1,0.2,64,5,50,0.5,0.777986570363015
0.5,0.1,0.2,64,5,50,0.7,0.7793048247160107
0.5,0.1,0.2,64,5,50,1.0,0.7796153279514139
0.5,0.1,0.2,64,5,100,0.5,0.7722805805509946
0.5,0.1,0.2,64,5,100,0.7,0.7744499535161705
0.5,0.1,0.2,64,5,100,1.0,0.7752616493520846
0.5,0.1,0.2,64,5,200,0.5,0.7653075530975016
0.5,0.1,0.2,64,5,200,0.7,0.7689629965044714
0.5,0.1,0.2,64,5,200,1.0,0.7735585418381591
0.5,0.1,0.2,64,10,50,0.5,0.783085358989331
0.5,0.1,0.2,64,10,50,0.7,0.78262701551558
0.5,0.1,0.2,64,10,50,1.0,0.7828074152693375
0.5,0.1,0.2,64,10,100,0.5,0.7775373885046738
0.5,0.1,0.2,64,10,100,0.7,0.7775307897552444
0.5,0.1,0.2,64,10,100,1.0,0.777959367043592
0.5,0.1,0.2,64,10,200,0.5,0.7697820465319188
0.5,0.1,0.2,64,10,200,0.7,0.7713266141186698
0.5,0.1,0.2,64,10,200,1.0,0.7739214969238152
0.5,0.2,0.01,4,1,50,0.5,0.7570880051922768
0.5,0.2,0.01,4,1,50,0.7,0.7568259701116881
0.5,0.2,0.01,4,1,50,1.0,0.7575815467899544
0.5,0.2,0.01,4,1,100,0.5,0.7625255802706054
0.5,0.2,0.01,4,1,100,0.7,0.7617963739228814
0.5,0.2,0.01,4,1,100,1.0,0.7620055431000132
0.5,0.2,0.01,4,1,200,0.5,0.7673378128765785
0.5,0.2,0.01,4,1,200,0.7,0.7668969177803141
0.5,0.2,0.01,4,1,200,1.0,0.7672770675651109
0.5,0.2,0.01,4,5,50,0.5,0.7570548223893189
0.5,0.2,0.01,4,5,50,0.7,0.7568421759225363
0.5,0.2,0.01,4,5,50,1.0,0.7575461384458978
0.5,0.2,0.01,4,5,100,0.5,0.7625747041196084
0.5,0.2,0.01,4,5,100,0.7,0.7617277616801844
0.5,0.2,0.01,4,5,100,1.0,0.761988652391552
0.5,0.2,0.01,4,5,200,0.5,0.7673157932014206
0.5,0.2,0.01,4,5,200,0.7,0.7669563080883867
0.5,0.2,0.01,4,5,200,1.0,0.7671464476894908
0.5,0.2,0.01,4,10,50,0.5,0.7570061240200499
0.5,0.2,0.01,4,10,50,0.7,0.7568806577975246
0.5,0.2,0.01,4,10,50,1.0,0.7575423843574648
0.5,0.2,0.01,4,10,100,0.5,0.7622839017207274
0.5,0.2,0.01,4,10,100,0.7,0.7617469847405188
0.5,0.2,0.01,4,10,100,1.0,0.7619292667898904
0.5,0.2,0.01,4,10,200,0.5,0.7672614020483953
0.5,0.2,0.01,4,10,200,0.7,0.7669091419299364
0.5,0.2,0.01,4,10,200,1.0,0.7669506280140252
0.5,0.2,0.01,8,1,50,0.5,0.7755366512414191
0.5,0.2,0.01,8,1,50,0.7,0.7755624079425697
0.5,0.2,0.01,8,1,50,1.0,0.7748116049881354
0.5,0.2,0.01,8,1,100,0.5,0.778831365273915
0.5,0.2,0.01,8,1,100,0.7,0.778717161018915
0.5,0.2,0.01,8,1,100,1.0,0.7785372274198098
0.5,0.2,0.01,8,1,200,0.5,0.7815143467756333
0.5,0.2,0.01,8,1,200,0.7,0.7818047422169073
0.5,0.2,0.01,8,1,200,1.0,0.7812507737883246
0.5,0.2,0.01,8,5,50,0.5,0.774877122017582
0.5,0.2,0.01,8,5,50,0.7,0.7754258178487642
0.5,0.2,0.01,8,5,50,1.0,0.7748118925700319
0.5,0.2,0.01,8,5,100,0.5,0.7782973214433794
0.5,0.2,0.01,8,5,100,0.7,0.7783522842334744
0.5,0.2,0.01,8,5,100,1.0,0.7782851362420838
0.5,0.2,0.01,8,5,200,0.5,0.7808248544606196
0.5,0.2,0.01,8,5,200,0.7,0.7810776696580267
0.5,0.2,0.01,8,5,200,1.0,0.7809375474738477
0.5,0.2,0.01,8,10,50,0.5,0.7742689264590479
0.5,0.2,0.01,8,10,50,0.7,0.7749621848586069
0.5,0.2,0.01,8,10,50,1.0,0.7743857634206822
0.5,0.2,0.01,8,10,100,0.5,0.7774033037156146
0.5,0.2,0.01,8,10,100,0.7,0.7779037579611702
0.5,0.2,0.01,8,10,100,1.0,0.7781407647181277
0.5,0.2,0.01,8,10,200,0.5,0.7800164153052322
0.5,0.2,0.01,8,10,200,0.7,0.7805761360109967
0.5,0.2,0.01,8,10,200,1.0,0.7804970577853676
0.5,0.2,0.01,16,1,50,0.5,0.7834746700268526
0.5,0.2,0.01,16,1,50,0.7,0.7841959629892861
0.5,0.2,0.01,16,1,50,1.0,0.7845678188358441
0.5,0.2,0.01,16,1,100,0.5,0.7852636055575742
0.5,0.2,0.01,16,1,100,0.7,0.7859369189525839
0.5,0.2,0.01,16,1,100,1.0,0.7856645105968948
0.5,0.2,0.01,16,1,200,0.5,0.7870848355220885
0.5,0.2,0.01,16,1,200,0.7,0.7875743699479244
0.5,0.2,0.01,16,1,200,1.0,0.7871758260805949
0.5,0.2,0.01,16,5,50,0.5,0.7819727915352149
0.5,0.2,0.01,16,5,50,0.7,0.7827348014837332
0.5,0.2,0.01,16,5,50,1.0,0.7829036651118818
0.5,0.2,0.01,16,5,100,0.5,0.7839563663359547
0.5,0.2,0.01,16,5,100,0.7,0.7843458047522606
0.5,0.2,0.01,16,5,100,1.0,0.7849678556320488
0.5,0.2,0.01,16,5,200,0.5,0.7867109097515143
0.5,0.2,0.01,16,5,200,0.7,0.7867398295316939
0.5,0.2,0.01,16,5,200,1.0,0.7868257052032529
0.5,0.2,0.01,16,10,50,0.5,0.780004255321712
0.5,0.2,0.01,16,10,50,0.7,0.780930265592017
0.5,0.2,0.01,16,10,50,1.0,0.7820350814662573
0.5,0.2,0.01,16,10,100,0.5,0.7822501293399927
0.5,0.2,0.01,16,10,100,0.7,0.7834975949940977
0.5,0.2,0.01,16,10,100,1.0,0.7841615278160269
0.5,0.2,0.01,16,10,200,0.5,0.78542236915174
0.5,0.2,0.01,16,10,200,0.7,0.7859922228763242
0.5,0.2,0.01,16,10,200,1.0,0.7863263466544773
0.5,0.2,0.01,32,1,50,0.5,0.7839690324872296
0.5,0.2,0.01,32,1,50,0.7,0.7856603901150442
0.5,0.2,0.01,32,1,50,1.0,0.7855944968196273
0.5,0.2,0.01,32,1,100,0.5,0.7859708383774704
0.5,0.2,0.01,32,1,100,0.7,0.7868568904252204
0.5,0.2,0.01,32,1,100,1.0,0.7864498977211437
0.5,0.2,0.01,32,1,200,0.5,0.7877415372972395
0.5,0.2,0.01,32,1,200,0.7,0.7882223242156775
0.5,0.2,0.01,32,1,200,1.0,0.7870559285435942
0.5,0.2,0.01,32,5,50,0.5,0.7824057667750904
0.5,0.2,0.01,32,5,50,0.7,0.7838154044122471
0.5,0.2,0.01,32,5,50,1.0,0.7842709095305983
0.5,0.2,0.01,32,5,100,0.5,0.7845071453372707
0.5,0.2,0.01,32,5,100,0.7,0.7852220067796313
0.5,0.2,0.01,32,5,100,1.0,0.7857102048684673
0.5,0.2,0.01,32,5,200,0.5,0.7871218643313864
0.5,0.2,0.01,32,5,200,0.7,0.7875625687119779
0.5,0.2,0.01,32,5,200,1.0,0.7874519451021543
0.5,0.2,0.01,32,10,50,0.5,0.7805118815560684
0.5,0.2,0.01,32,10,50,0.7,0.7817391155421
0.5,0.2,0.01,32,10,50,1.0,0.7832302252133396
0.5,0.2,0.01,32,10,100,0.5,0.7826758594281548
0.5,0.2,0.01,32,10,100,0.7,0.7838811552833257
0.5,0.2,0.01,32,10,100,1.0,0.784875683502802
0.5,0.2,0.01,32,10,200,0.5,0.7856336785110264
0.5,0.2,0.01,32,10,200,0.7,0.7864042931634111
0.5,0.2,0.01,32,10,200,1.0,0.7871027254524291
0.5,0.2,0.01,64,1,50,0.5,0.7842979942591931
0.5,0.2,0.01,64,1,50,0.7,0.7856250798788603
0.5,0.2,0.01,64,1,50,1.0,0.785485339978846
0.5,0.2,0.01,64,1,100,0.5,0.7862088837032223
0.5,0.2,0.01,64,1,100,0.7,0.7869332594456081
